link_id,interval_nVehContrib,interval_harmonicMeanSpeed
119271337,2036.0,66.475
119271346,3558.0,67.5583
119271357,1302.0,66.675
123555214,405.0,67.1625
123592887#0,3365.0,61.0167
123592887#1-AddedOffRampEdge,3858.0,55.6833
123867439#1-AddedOnRampEdge,5251.0,64.1
123867446#1,4112.0,61.6333
123867452,3814.0,62.9333
123867453#0,863.0,67.8417
123867454,3981.0,61.5083
124952169,1719.0,66.1111
156778691,2393.0,62.3958
157593042,2584.0,62.05
157607513#1,6020.0,51.925
157782133,4391.0,60.225
157782136#0,3825.0,66.6333
157806285,3480.0,69.4417
158623068#0,1063.0,68.0333
172165117,2975.0,63.375
184867222#0,1615.0,66.2208
184867243,2036.0,66.475
22372547,1242.0,68.4917
22372559,2373.0,65.25
23798287,6259.0,61.95
23798288#1,5421.0,64.0583
23807652#1,4580.0,61.2958
23955194#0,2669.0,66.9083
23955194#2,2287.0,66.2
24167679#1,5210.0,60.1833
25029732#2,2990.0,62.6417
25657136,2449.0,67.4917
26230999#1,1672.0,60.7333
27829301#1,2682.0,67.775
28317586#1,2043.0,63.9083
28317945,4020.0,67.1333
28319413#2,905.0,66.1083
28319423#0,966.0,65.8333
28319423#1-AddedOffRampEdge,1726.0,64.1167
28319423#2,871.0,67.5083
28357386,5145.0,62.5
28357482,821.0,66.7583
28357727#0,1682.0,64.25
28358874#1,6624.0,61.6333
28358875#1,2835.0,62.5833
28359059#1,6022.0,64.2125
28378888#1-AddedOnRampEdge,3800.0,62.8
28396115#1,2316.0,66.7417
28414204#0,3647.0,61.3833
28433582,4576.0,54.8708
28433597,1344.0,64.5667
28433666#1,4516.0,51.4333
28433994#1,1834.0,64.0333
28434077,3541.0,62.025
28435047,1266.0,66.75
28435048,1492.0,64.325
28435573,2831.0,63.85
28437104,3605.0,62.4667
28437190#1,3898.0,65.6333
28437207,1956.0,65.0
28464126#1,5178.0,62.05
28464668#1,3032.0,61.95
28464671-AddedOnRampEdge,2626.0,62.0833
28665770#0,2035.0,66.35
301865758,3331.0,58.8833
30583337,2036.0,66.3083
30959001,1081.0,63.7708
363634378,3803.0,63.0167
367132265,852.0,68.3167
394385111,3353.0,62.2917
394385113,5985.0,59.2
394385114#1,3935.0,64.0583
394449801#0,4783.0,59.1917
394449801#1,5833.0,55.4583
395336990,2035.0,66.35
395337004,5111.0,61.2667
395343763,148.0,67.7583
395354964#0,6201.0,61.0083
395362577,3077.0,62.2583
395368981#0,3252.0,68.9708
395368986,3019.0,71.7667
395394468,2843.0,61.85
395394473,6238.0,57.7333
395439802,3082.0,65.0667
395439805,2674.0,63.3833
42397233,2700.0,65.2833
479773092#0,5229.0,61.3333
479773095,2554.0,66.2583
479773098,1657.0,62.9333
479773099,336.0,67.7417
5018717,2573.0,46.825
5018720,2194.0,41.7583
508060359,1762.0,65.175
508060361,2218.0,63.4
508115737#0,4992.0,65.1833
508115737#1,5146.0,63.3833
508115745,5093.0,62.5056
508115808,3825.0,63.7083
508137802,3311.0,57.0417
508479313#0,3060.0,60.6833
508479317,3346.0,69.4
508479326,3455.0,64.7083
508479336,3508.0,61.775
508479355,4020.0,60.8667
508479365#0,3220.0,66.9833
508479370#0,2487.0,65.25
509747240,5394.0,60.1125
509747302,5320.0,59.4917
509747346,5261.0,58.975
509747348,2274.0,66.1167
509747381,2517.0,66.6417
509747406-AddedOffRampEdge,6656.0,62.0667
517168464,805.0,67.0333
52286756#1,6111.0,63.0583
52324493,2193.0,62.9292
544296216-AddedOffRampEdge,3196.0,66.875
544296218#0,5001.0,56.7583
544296218#1-AddedOnRampEdge,5324.0,50.8833
544296218#2,6985.0,49.7167
544296221,3429.0,65.3583
550271868,938.0,66.9083
550284581,4233.0,64.6167
550284584-AddedOffRampEdge,4352.0,66.8417
550284598,3089.0,58.825
550284602,3155.0,59.6792
550284604,1530.0,66.5167
550284605,2285.0,59.6917
552389451,3176.0,61.85
552603210,3495.0,63.5583
56159747,2756.0,67.1583
60759806,1306.0,64.2083
617235585#0,6346.0,61.7792
617235594,2521.0,66.425
617235603,3136.0,66.575
617235606,2460.0,66.35
617235612,1016.0,65.8417
617259141,3777.0,64.0833
617259170,2742.0,54.7167
617259178,2770.0,67.1917
617284141,4353.0,64.525
617284143,3294.0,67.1583
617284144#0,954.0,67.075
617284164,4061.0,65.325
617284166,3533.0,62.7375
617284173,4511.0,64.5042
617335302,4971.0,56.225
619042916,3623.0,66.2333
619042921,6330.0,62.6583
619042924,5386.0,55.0083
687721970,4281.0,60.2333
687721973,3900.0,66.25
687721986,1973.0,65.7083
699542380#1,1764.0,65.35
711834658,3838.0,63.8528
727202049,5112.0,61.2
838046085,1415.0,67.4417
848429238,2803.0,65.5917
848488831,3649.0,66.5833
848489711,713.0,67.3042
848489712,1314.0,64.15
848501101#0,809.0,68.15
848743564,3110.0,61.4611
848745539#1,2442.0,66.275
848748038,1144.0,67.0417
848748039,1316.0,64.8958
848754158,821.0,67.0333
848767838,2026.0,68.2333
848809833,4223.0,66.4083
848875024#0,3198.0,66.6833
848880058,4274.0,65.5083
848920992#0,4347.0,62.0083
849677308#0,2944.0,57.4833
849677308#1,3090.0,59.0833
849696784,4405.0,65.3333
849806971#0,3028.0,62.675
