link_id,interval_nVehContrib,interval_harmonicMeanSpeed
119271213,3339.0,63.8
119271337,3337.0,63.8667
119271346,4080.0,35.5583
119271357,3445.0,60.7333
123555214,1549.0,65.7708
123555236,3337.0,63.8667
123592887#0,4250.0,57.275
123592924#1,3507.0,53.05
123867439#1-AddedOnRampEdge,7771.0,66.2417
123867446#1,5176.0,48.0
123867452,3639.0,65.875
123867454,3565.0,62.4833
124952169,4393.0,22.1194
156778691,1519.0,66.0167
157593042,5114.0,42.925
157607510,2680.0,68.4
157607513#1,3775.0,67.7083
157607517,3347.0,15.1667
157782133,5476.0,39.625
157782136#0,5061.0,65.8583
157782136#1-AddedOnRampEdge,5062.0,68.3333
158623068#0,3612.0,67.8333
172165117,4327.0,20.125
184867222#0,3129.0,50.9667
184867243,3337.0,63.8667
22372547,4920.0,38.4167
22372559,2650.0,62.4333
23798287,6678.0,63.1833
23798288#1,6132.0,62.6917
23807652#1,4280.0,65.7042
23955194#0,4970.0,19.7083
24167679#1,5387.0,58.7417
25029732#2,4275.0,53.5167
25657136,2239.0,63.7167
26230999#1,5336.0,36.9083
27829301#1,6649.0,24.6917
27829315#1-AddedOnRampEdge,6126.0,63.7417
28317747,2844.0,18.2833
28317945,3494.0,66.6667
28319423#0,4134.0,20.9167
28319423#1-AddedOffRampEdge,4422.0,41.5417
28357386,3072.0,68.0833
28357482,3909.0,27.5083
28357727#0,4618.0,20.6542
28358874#1,7718.0,61.1917
28358875#1,6578.0,38.3333
28359025-AddedOnRampEdge,7666.0,44.3167
28359059#1,6084.0,67.1292
28378884#0,5641.0,59.075
28378888#1-AddedOnRampEdge,6149.0,58.8083
28396115#1,6150.0,29.05
28414204#0,4249.0,64.225
28433582,4452.0,40.85
28433597,4438.0,48.6833
28433666#1,3782.0,45.1
28433994#1,3939.0,60.0625
28434077,3216.0,60.9083
28435047,4185.0,52.825
28435573,5430.0,58.125
28437104,2444.0,63.2375
28464126#1,5154.0,63.0333
28665770#0,3339.0,63.8
301865758,4256.0,25.9917
30583337,3337.0,63.7
30959001,2976.0,27.5042
30959012,3144.0,66.6833
334904727,4076.0,61.9167
363634378,3358.0,17.7417
366053237,3468.0,18.15
367132265,3646.0,57.9958
394385111,6601.0,62.3167
394385113,4961.0,63.6583
394385114#1,2591.0,69.1833
394449801#0,4599.0,67.8667
394449801#1,5543.0,69.0667
395336990,3339.0,63.8
395337004,3957.0,66.55
395343763,3577.0,41.4
395354964#0,4936.0,64.5167
395362577,2885.0,61.1417
395368981#0,8087.0,62.2958
395368986,6415.0,71.4417
395394468,5355.0,63.5
395394473,6334.0,64.3833
395439802,3136.0,21.0583
395439805,4692.0,50.4125
42397233,2875.0,61.15
479773092#0,4320.0,66.325
479773095,5763.0,28.8583
479773098,3995.0,28.3167
479773099,3499.0,22.2833
5018717,2881.0,46.8333
5018720,2777.0,46.3583
508060359,3882.0,44.4917
508060361,2591.0,59.675
508060362,3337.0,63.8667
508115737#0,5034.0,67.0083
508115745,4867.0,63.0528
508115808,8661.0,44.6917
508137802,7490.0,54.25
508479313#0,2889.0,57.8
508479317,3705.0,55.4167
508479326,4067.0,45.6917
508479336,3733.0,30.9083
508479355,2707.0,69.1917
508479365#0,5513.0,13.4917
508479370#0,5233.0,30.7083
508479370#1,6675.0,57.825
509747240,4514.0,67.8333
509747302,4141.0,67.1333
509747310-AddedOnRampEdge,4232.0,66.7333
509747346,4531.0,57.925
509747348,5057.0,53.0667
509747381,4697.0,22.0417
509747406-AddedOffRampEdge,6917.0,45.0583
517168464,3734.0,55.8833
52286756#1,6060.0,62.3917
544296216-AddedOffRampEdge,5741.0,29.25
544296218#0,3204.0,66.275
544296218#1-AddedOnRampEdge,3620.0,68.525
544296218#2,4264.0,67.0083
544296221,3344.0,23.425
550271868,4380.0,37.725
550284581,5517.0,66.075
550284584-AddedOffRampEdge,5922.0,68.3833
550284598,2874.0,52.925
550284602,2729.0,47.925
550284604,3957.0,23.925
552389451,5535.0,23.9333
552603210,4605.0,24.0083
56159747,3656.0,58.3708
60759806,3474.0,59.85
617235585#0,6572.0,62.1958
617235594,5391.0,31.825
617235603,2837.0,65.025
617235606,2202.0,65.2625
617235612,5829.0,33.3708
617259141,4496.0,64.0917
617259178,5307.0,44.15
617284141,4594.0,65.9833
617284143,1889.0,67.675
617284144#0,3656.0,59.9417
617284145#0-AddedOnRampEdge,3753.0,58.9417
