link_id,interval_nVehContrib
157607510,2680.0
157607513#1,3775.0
157607517,3347.0
172165117,4327.0
28414204#0,4249.0
28464126#1,5154.0
301865758,4256.0
301865760,4326.0
30959001,2976.0
395439802,3136.0
395439805,4692.0
508479313#0,2889.0
508479317,3705.0
508479336,3733.0
508479355,2707.0
508479365#0,5513.0
508479370#0,5233.0
508479370#1,6675.0
509721010#0-AddedOnRampEdge,5333.0
687721970,3316.0
687721973,2492.0
850376107,2391.0
850378488,3691.0
850395062,3273.0
850746591,1623.0
851553864,5274.0
851555734,4961.0
851560451,3689.0
851568240,3084.0
867203204,4003.0
