link_id,interval_nVehContrib
119271213,2873.0
119271337,2873.0
119271346,5448.0
119271357,2667.0
123555214,842.0
123555236,2873.0
123592887#0,3029.0
123592887#1-AddedOffRampEdge,4438.0
123867439#1-AddedOnRampEdge,6344.0
123867446#1,5575.0
123867452,4675.0
123867453#0,3426.0
123867454,4155.0
124952169,4488.0
156778691,1929.0
157593042,4547.0
157607513#1,6188.0
157782133,6230.0
157782136#0,4496.0
157806285,5781.0
158623068#0,3233.0
172165117,4580.0
184867222#0,2698.0
184867243,2873.0
22372547,3866.0
22372559,3843.0
23798287,7430.0
23798288#1,6187.0
23807652#1,4153.0
23955194#0,3924.0
23955194#2,3317.0
24167679#1,3686.0
25657136,3489.0
26230999#1,4431.0
27829301#1,5455.0
28317586#1,2993.0
28317945,4604.0
28319423#0,2949.0
28319423#1-AddedOffRampEdge,4023.0
28319423#2,2604.0
28357386,6201.0
28357482,1795.0
28357727#0,4242.0
28358874#1,8253.0
28358875#1,5031.0
28359059#1,7084.0
28378884#0,6820.0
28378888#1-AddedOnRampEdge,5832.0
28396115#1,4153.0
28414204#0,5041.0
28414349#1,4847.0
28433582,5339.0
28433597,2692.0
28433666#1,4522.0
28433994#1,3010.0
28435047,3189.0
28435048,3002.0
28435573,4646.0
28437104,2906.0
28437207,2320.0
28464126#1,5943.0
28665770#0,2873.0
301865758,3758.0
30583337,2873.0
30959001,2218.0
326409095#1,3854.0
363634378,5390.0
367132265,2426.0
394385111,4892.0
394385113,5411.0
394385114#1,3525.0
394449801#0,4020.0
394449801#1,5506.0
395336990,2873.0
395337004,4834.0
395343763,1666.0
395354964#0,6438.0
395362577,2697.0
395368981#0,5376.0
395368986,4894.0
395394468,4509.0
395394473,5949.0
395439802,4631.0
395439805,4652.0
42397233,3281.0
479773092#0,5765.0
479773095,4793.0
479773098,4894.0
479773099,3358.0
5018717,3060.0
5018720,3267.0
508060359,3352.0
508060361,2763.0
508060362,2873.0
508115737#0,6414.0
508115745,5043.0
508115808,6447.0
508137802,4579.0
508479313#0,3649.0
508479317,4841.0
508479336,3610.0
508479355,4864.0
508479365#0,3793.0
508479370#0,3558.0
509747240,5918.0
509747302,6096.0
509747310-AddedOnRampEdge,6135.0
509747346,5190.0
509747348,4125.0
509747381,4923.0
509747406-AddedOffRampEdge,8049.0
517168464,2460.0
52286756#1,6303.0
52324493,3848.0
544296216-AddedOffRampEdge,4918.0
544296218#0,4994.0
544296218#1-AddedOnRampEdge,5192.0
544296218#2,6825.0
544296221,5129.0
550271868,1568.0
550284581,5104.0
550284584-AddedOffRampEdge,5232.0
550284598,3995.0
550284602,3901.0
550284604,3081.0
550284605,4392.0
552389451,4899.0
552603210,4297.0
56159747,4606.0
60759806,4367.0
617235594,5522.0
617235603,2924.0
617235606,3113.0
617235612,4182.0
617259141,4767.0
617259178,5195.0
617284141,6799.0
617284143,3588.0
617284144#0,2501.0
617284164,6303.0
617284166,5422.0
617284173,5884.0
617335302,6160.0
619042916,5315.0
619042921,6771.0
619042924,4999.0
687721970,4106.0
687721973,4358.0
687721986,3734.0
699542380#1,2782.0
711834658,4715.0
727202049,4832.0
838046085,3966.0
848429238,4172.0
848488831,4691.0
848489711,2164.0
848489712,2790.0
848501101#0,2623.0
848743564,5387.0
848745539#1,3833.0
848748038,3645.0
848748039,4242.0
848754158,2403.0
848767838,3486.0
848809833,5313.0
848818561,5903.0
848875024#0,4919.0
848880058,3447.0
848920992#0,3816.0
849677308#0,4802.0
849677308#1,4912.0
849696784,4084.0
849806971#0,3189.0
849818316,2203.0
849821064,1568.0
850026981,4220.0
850032296,5868.0
850057340#0,5399.0
850097346,4189.0
850098170,6416.0
850134421,2508.0
850376107,4832.0
850378488,2166.0
850395062,4499.0
850615423,3811.0
850746591,3727.0
850760258,2873.0
851520671-AddedOffRampEdge,1437.0
851541351,2423.0
851544880,2639.0
851550873,4168.0
851552197,3138.0
851553864,4577.0
851555734,5594.0
851556422,3461.0
851560451,4783.0
851568240,6021.0
854162451,3680.0
854215625,6910.0
860646752-AddedOffRampEdge,4307.0
861059531,4216.0
863751890,7501.0
863754537,6259.0
867203204,2788.0
867204830-AddedOffRampEdge,4156.0
867208766,5637.0
867246178,5737.0
867247243,4929.0
867251845#0,4269.0
867256162#0,5020.0
867256162#3,3412.0
867256163,5457.0
867259033,3729.0
867262165#0,2269.0
8954447,3982.0
95265016#1,2541.0
