link_id,interval_nVehContrib,interval_harmonicMeanSpeed
157607510,2680.0,68.4
157607513#1,3775.0,67.7083
157607517,3347.0,15.1667
172165117,4327.0,20.125
28414204#0,4249.0,64.225
28464126#1,5154.0,63.0333
301865758,4256.0,25.9917
301865760,4326.0,33.75
30959001,2976.0,27.5042
395439802,3136.0,21.0583
395439805,4692.0,50.4125
508479313#0,2889.0,57.8
508479317,3705.0,55.4167
508479336,3733.0,30.9083
508479355,2707.0,69.1917
508479365#0,5513.0,13.4917
508479370#0,5233.0,30.7083
508479370#1,6675.0,57.825
509721010#0-AddedOnRampEdge,5333.0,63.7083
687721970,3316.0,65.2917
687721973,2492.0,68.5917
850376107,2391.0,67.3958
850378488,3691.0,25.5833
850395062,3273.0,64.6
850746591,1623.0,64.2125
851553864,5274.0,32.3583
851555734,4961.0,65.6917
851560451,3689.0,23.0833
851568240,3084.0,72.0
867203204,4003.0,12.025
