link_id,interval_nVehContrib
157607513#1,6020.0
172165117,2975.0
28414204#0,3647.0
28464126#1,5178.0
301865758,3331.0
301865760,3494.0
30959001,1081.0
395439802,3082.0
395439805,2674.0
508479313#0,3060.0
508479317,3346.0
508479336,3508.0
508479355,4020.0
508479365#0,3220.0
508479370#0,2487.0
509721010#0-AddedOnRampEdge,6386.0
687721970,4281.0
687721973,3900.0
850376107,4034.0
850378488,937.0
850395062,5713.0
850746591,2856.0
851553864,3569.0
851555734,4545.0
851560451,3230.0
851568240,5386.0
867203204,1755.0
