link_id,interval_nVehContrib,interval_harmonicMeanSpeed
119271213,2873.0,63.7
119271337,2873.0,63.75
119271346,5448.0,61.8167
119271357,2667.0,61.2667
123555214,842.0,66.4042
123555236,2873.0,63.75
123592887#0,3029.0,49.725
123592887#1-AddedOffRampEdge,4438.0,53.4833
123867439#1-AddedOnRampEdge,6344.0,62.5333
123867446#1,5575.0,55.0333
123867452,4675.0,59.6625
123867453#0,3426.0,67.3167
123867454,4155.0,19.025
124952169,4488.0,63.3528
156778691,1929.0,60.8083
157593042,4547.0,59.8583
157607513#1,6188.0,40.325
157782133,6230.0,55.8833
157782136#0,4496.0,62.4917
157806285,5781.0,61.2833
158623068#0,3233.0,67.4
172165117,4580.0,14.8583
184867222#0,2698.0,63.5042
184867243,2873.0,63.75
22372547,3866.0,56.4
22372559,3843.0,61.05
23798287,7430.0,28.5917
23798288#1,6187.0,52.55
23807652#1,4153.0,44.0792
23955194#0,3924.0,65.7833
23955194#2,3317.0,64.0667
24167679#1,3686.0,23.5917
25657136,3489.0,62.3417
26230999#1,4431.0,52.65
27829301#1,5455.0,63.2458
28317586#1,2993.0,57.1167
28317945,4604.0,18.775
28319423#0,2949.0,64.0792
28319423#1-AddedOffRampEdge,4023.0,63.5667
28319423#2,2604.0,65.1833
28357386,6201.0,38.9417
28357482,1795.0,65.525
28357727#0,4242.0,60.1667
28358874#1,8253.0,49.175
28358875#1,5031.0,59.9333
28359059#1,7084.0,47.2458
28378884#0,6820.0,47.7833
28378888#1-AddedOnRampEdge,5832.0,57.3333
28396115#1,4153.0,66.0667
28414204#0,5041.0,42.1833
28414349#1,4847.0,30.7667
28433582,5339.0,41.7167
28433597,2692.0,61.2667
28433666#1,4522.0,26.5833
28433994#1,3010.0,60.7292
28435047,3189.0,61.3083
28435048,3002.0,63.25
28435573,4646.0,47.7667
28437104,2906.0,59.5333
28437207,2320.0,64.8
28464126#1,5943.0,58.2083
28665770#0,2873.0,63.7
301865758,3758.0,55.3583
30583337,2873.0,63.6083
30959001,2218.0,63.2
326409095#1,3854.0,22.675
363634378,5390.0,53.2167
367132265,2426.0,64.8458
394385111,4892.0,56.8583
394385113,5411.0,58.1417
394385114#1,3525.0,60.9833
394449801#0,4020.0,21.075
394449801#1,5506.0,20.5292
395336990,2873.0,63.7
395337004,4834.0,56.6667
395343763,1666.0,67.2333
395354964#0,6438.0,42.3
395362577,2697.0,12.3167
395368981#0,5376.0,65.1417
395368986,4894.0,71.325
395394468,4509.0,60.6861
395394473,5949.0,36.425
395439802,4631.0,48.6333
395439805,4652.0,57.8542
42397233,3281.0,61.2333
479773092#0,5765.0,40.0
479773095,4793.0,60.025
479773098,4894.0,57.75
479773099,3358.0,62.1
5018717,3060.0,44.775
5018720,3267.0,43.875
508060359,3352.0,58.075
508060361,2763.0,59.55
508060362,2873.0,63.75
508115737#0,6414.0,50.325
508115745,5043.0,55.3583
508115808,6447.0,61.95
508137802,4579.0,56.4417
508479313#0,3649.0,39.6417
508479317,4841.0,41.4
508479336,3610.0,27.2
508479355,4864.0,48.1333
508479365#0,3793.0,63.625
508479370#0,3558.0,60.7417
509747240,5918.0,61.5042
509747302,6096.0,36.1833
509747310-AddedOnRampEdge,6135.0,37.55
509747346,5190.0,43.8417
509747348,4125.0,65.1583
509747381,4923.0,61.5833
