link_id,interval_nVehContrib
119271213,3216.0
119271337,3214.0
119271357,0.0
123555214,0.0
123592887#0,6.0
123592924#1,0.0
123867439#1-AddedOnRampEdge,204.0
123867446#1,0.0
123867452,0.0
123867453#0,0.0
123867454,0.0
124952169,208.0
156778691,96.0
157593042,0.0
157607510,0.0
157607513#1,0.0
157607604-AddedOnRampEdge,3214.0
157782133,804.0
157782136#0,0.0
157782136#1-AddedOnRampEdge,0.0
157806285,228.0
158623068#0,276.0
172165117,0.0
184867243,3214.0
22372547,0.0
22372559,0.0
23798287,48.0
23798288#1,1560.0
23807652#1,2226.0
23955194#1,852.0
23955194#2,204.0
24167679#1,1068.0
25029732#2,456.0
25657136,120.0
26230999#1,564.0
27829315#1-AddedOnRampEdge,912.0
28317945,0.0
28319413#2,0.0
28319423#0,0.0
28319423#1-AddedOffRampEdge,600.0
28319423#2,0.0
28357386,0.0
28357482,0.0
28357727#0,372.0
28358874#1,888.0
28358875#1,672.0
28358961,0.0
28359059#1,0.0
28414195,540.0
28414204#0,96.0
28433582,60.0
28433666#1,0.0
28433994#1,1884.0
28434077,552.0
28435047,174.0
28435048,528.0
28435573,456.0
28437207,624.0
28464126#1,624.0
28464667,0.0
28464668#1,564.0
28464671-AddedOnRampEdge,516.0
28665770#0,3216.0
301865760,312.0
30583337,3214.0
30959001,252.0
30959012,0.0
334904727,156.0
363634378,0.0
363648766#1-AddedOnRampEdge,312.0
366053237,0.0
367132265,0.0
394385111,1044.0
394385113,1044.0
394385114#1,0.0
394449801#0,156.0
395336990,3216.0
395337004,3830.0
395343261,492.0
395343763,0.0
395354964#0,0.0
395354964#2,0.0
395362577,72.0
395368981#0,0.0
395368986,0.0
395394468,444.0
395394473,804.0
395394478,84.0
395439802,0.0
395439805,0.0
42397233,0.0
479773092#0,0.0
479773098,768.0
479773099,0.0
5018717,432.0
5018720,0.0
508060359,324.0
508060362,3214.0
508115737#0,0.0
508115737#1,444.0
508115745,4796.0
508115808,1032.0
508137802,1164.0
508479313#0,636.0
508479317,0.0
508479326,384.0
508479336,624.0
508479355,468.0
508479365#0,0.0
508479370#0,636.0
509747240,0.0
509747302,0.0
509747310-AddedOnRampEdge,0.0
509747346,624.0
509747348,252.0
509747381,0.0
517168464,0.0
52286756#1,5939.0
52324493,1949.0
544296218#0,192.0
544296218#2,0.0
544296221,0.0
550271868,0.0
550284581,0.0
550284584-AddedOffRampEdge,0.0
550284598,0.0
550284602,0.0
550284604,0.0
552603210,0.0
60759806,270.0
617235585#0,3552.0
617235594,756.0
617235603,0.0
617235612,90.0
617259138,0.0
617259141,0.0
617259148-AddedOnRampEdge,144.0
617259170,0.0
617259178,0.0
617284141,0.0
617284143,0.0
617284144#0,0.0
617284145#0-AddedOnRampEdge,12.0
617284164,120.0
617284166,156.0
617284173,0.0
617335302,156.0
619042896-AddedOffRampEdge,0.0
619042919,624.0
619042924,684.0
687721970,564.0
687721986,0.0
699542380#1,1889.0
708314651,0.0
711834658,644.0
727202049,3827.0
768291603,0.0
838046085,0.0
848429238,1904.0
848467540#0,0.0
848467541,240.0
848488831,0.0
848489711,0.0
848489712,312.0
848501101#0,0.0
848743564,160.0
848745539#1,0.0
848748038,0.0
848748039,0.0
848754158,0.0
848767838,0.0
848809833,0.0
848809834,600.0
848818561,120.0
848875024#0,5728.0
848880058,0.0
848920992#0,36.0
849677308#0,0.0
849677308#1,624.0
849696784,0.0
849818316,0.0
849821064,0.0
850026981,144.0
850032296,0.0
850057340#0,624.0
850097346,600.0
850098170,0.0
850134421,0.0
850376107,0.0
850378488,0.0
850395062,348.0
850615423,228.0
850746591,264.0
850760258,3216.0
851520670,528.0
851520671-AddedOffRampEdge,3214.0
851541351,0.0
851544880,0.0
851550873,1308.0
851553864,0.0
851555734,0.0
851560451,0.0
851568240,0.0
851569274,0.0
854162451,624.0
854215625,132.0
860646752-AddedOffRampEdge,96.0
861059531,126.0
863751890,924.0
863754537,1044.0
867203204,0.0
867204830-AddedOffRampEdge,0.0
867208766,0.0
867246178,312.0
867247243,312.0
867251845#0,0.0
867256162#0,0.0
867256162#3,246.0
867259033,360.0
867262165#0,0.0
867290381,0.0
8954447,0.0
95265016#1,480.0
