link_id,interval_nVehContrib
157607513#1,6185.0
172165117,2695.0
28414204#0,3681.0
28464126#1,4331.0
301865758,3236.0
301865760,3365.0
30959001,987.0
395439802,3153.0
395439805,2327.0
508479313#0,2739.0
508479317,3390.0
508479336,3070.0
508479355,3944.0
508479365#0,3240.0
508479370#0,2682.0
509721010#0-AddedOnRampEdge,6501.0
687721970,4257.0
687721973,3570.0
850376107,3774.0
850378488,944.0
850395062,5787.0
850746591,2847.0
851553864,3270.0
851555734,4303.0
851560451,3267.0
851568240,5538.0
867203204,1776.0
