link_id,interval_nVehContrib
157607513#1,5764.0
172165117,4539.0
28414204#0,4973.0
301865758,4030.0
301865760,4251.0
30959001,2016.0
395439802,4913.0
395439805,4394.0
508479313#0,3765.0
508479317,4955.0
508479336,4121.0
508479355,4864.0
508479365#0,3972.0
508479370#0,3546.0
508479370#1,3669.0
509721010#0-AddedOnRampEdge,6040.0
687721970,3973.0
687721973,3982.0
850376107,4343.0
850378488,2050.0
850395062,4769.0
850746591,3181.0
851553864,4601.0
851555734,5203.0
851560451,4999.0
851568240,5544.0
867203204,2904.0
