link_id,interval_nVehContrib,interval_harmonicMeanSpeed
119271337,1865.0,66.7417
119271346,3476.0,68.6833
119271357,1239.0,68.7167
123555214,414.0,67.0625
123592887#0,2929.0,64.7667
123592887#1-AddedOffRampEdge,3514.0,59.6083
123867439#1-AddedOnRampEdge,5098.0,63.0333
123867446#1,4082.0,66.1583
123867452,3227.0,63.7167
123867453#0,854.0,67.5917
123867454,3625.0,61.4333
124952169,1557.0,65.475
156778691,2237.0,61.5417
157593042,2363.0,66.35
157607513#1,6185.0,54.275
157782133,4770.0,62.8417
157782136#0,3858.0,65.6167
157806285,3462.0,71.125
158623068#0,755.0,68.0917
172165117,2695.0,64.7583
184867222#0,1420.0,66.275
184867243,1865.0,66.7417
22372547,1152.0,64.9583
22372559,2187.0,66.1
23798287,6147.0,61.6583
23798288#1,5280.0,64.5167
23807652#1,4544.0,62.35
23955194#0,2094.0,67.1167
23955194#2,1683.0,65.825
24167679#1,5703.0,58.55
25657136,2246.0,67.8667
26230999#1,1597.0,59.25
27829301#1,2467.0,67.8125
28317586#1,2032.0,63.125
28317945,3822.0,68.625
28319413#2,875.0,66.4917
28319423#0,441.0,67.0792
28319423#1-AddedOffRampEdge,1090.0,63.25
28319423#2,827.0,67.1417
28357482,728.0,66.125
28357727#0,1632.0,65.7333
28358874#1,6825.0,61.625
28358875#1,2578.0,61.7083
28359059#1,5543.0,65.8125
28378888#1-AddedOnRampEdge,3429.0,66.3333
28396115#1,1952.0,66.3917
28414204#0,3681.0,59.6833
28433582,4857.0,56.7458
28433597,1343.0,64.0833
28433666#1,4504.0,56.175
28433994#1,1689.0,63.7417
28434077,3259.0,63.025
28435047,1274.0,66.7042
28435048,1359.0,63.875
28435573,2407.0,63.6833
28437104,3193.0,65.6917
28437207,1962.0,64.85
28464126#1,4331.0,60.6667
28464668#1,2783.0,60.775
28464671-AddedOnRampEdge,2014.0,64.2583
28665770#0,1864.0,66.6417
301865758,3236.0,60.675
301865760,3365.0,63.2792
30583337,1863.0,66.5833
30959001,987.0,65.3292
363634378,3746.0,67.1167
363648766#1-AddedOnRampEdge,2351.0,64.2167
367132265,776.0,68.4458
394385111,3633.0,64.2333
394385113,6165.0,60.0583
394385114#1,3931.0,65.2083
394449801#0,4867.0,59.7208
394449801#1,5979.0,55.1208
395336990,1864.0,66.6417
395337004,4902.0,62.3417
395343763,0.0,68.2
395354964#0,5996.0,62.4083
395362577,3029.0,65.2
395368981#0,3366.0,71.5167
395368986,2957.0,71.775
395394468,2747.0,62.6167
395394473,6148.0,54.3333
395439802,3153.0,66.9417
395439805,2327.0,65.8792
42397233,2189.0,65.5083
479773092#0,5169.0,64.9083
479773098,2647.0,62.4333
479773099,1426.0,66.5
5018717,2868.0,53.275
5018720,2199.0,58.325
508060359,1719.0,64.825
508060361,1972.0,62.2833
508115737#0,4267.0,65.4083
508115737#1,4302.0,64.3583
508115745,4916.0,63.2889
508115808,3820.0,63.425
508137802,3532.0,58.6167
508479313#0,2739.0,59.6833
508479317,3390.0,67.8
508479326,3324.0,64.875
508479336,3070.0,63.4417
508479355,3944.0,61.25
508479365#0,3240.0,71.7833
508479370#0,2682.0,66.575
509747240,2807.0,64.6958
509747302,5109.0,60.5833
509747310-AddedOnRampEdge,5182.0,64.0
509747346,4723.0,58.5167
509747348,2414.0,67.4583
509747381,2489.0,68.7333
509747406-AddedOffRampEdge,6196.0,57.6167
517168464,782.0,66.675
