link_id,interval_nVehContrib,interval_harmonicMeanSpeed
157607513#1,6185.0,54.275
172165117,2695.0,64.7583
28414204#0,3681.0,59.6833
28464126#1,4331.0,60.6667
301865758,3236.0,60.675
301865760,3365.0,63.2792
30959001,987.0,65.3292
395439802,3153.0,66.9417
395439805,2327.0,65.8792
508479313#0,2739.0,59.6833
508479317,3390.0,67.8
508479336,3070.0,63.4417
508479355,3944.0,61.25
508479365#0,3240.0,71.7833
508479370#0,2682.0,66.575
509721010#0-AddedOnRampEdge,6501.0,55.9
687721970,4257.0,60.3583
687721973,3570.0,67.0917
850376107,3774.0,65.1167
850378488,944.0,66.9083
850395062,5787.0,60.1167
850746591,2847.0,64.775
851553864,3270.0,64.7167
851555734,4303.0,56.4667
851560451,3267.0,65.8667
851568240,5538.0,65.275
867203204,1776.0,69.8417
