link_id,interval_nVehContrib,interval_harmonicMeanSpeed
157607510,0.0,68.1
157607513#1,0.0,67.2
157607604-AddedOnRampEdge,3214.0,64.25
172165117,0.0,64.2
28414195,540.0,50.3
28414204#0,96.0,65.5
28464126#1,624.0,61.7
301865760,312.0,60.7
30959001,252.0,63.1
395439802,0.0,60.9
395439805,0.0,64.45
508479313#0,636.0,59.6
508479317,0.0,63.1
508479336,624.0,60.9
508479355,468.0,65.3
508479365#0,0.0,24.0
508479370#0,636.0,42.3
687721970,564.0,64.9
850376107,0.0,67.3
850378488,0.0,58.6
850395062,348.0,58.4
850746591,264.0,65.65
851553864,0.0,47.5
851555734,0.0,53.7
851560451,0.0,47.5
851568240,0.0,70.3
867203204,0.0,18.6
