link_id,interval_nVehContrib
157607510,2809.0
157607513#1,3852.0
157607517,3572.0
172165117,4402.0
28414195,5742.0
28414204#0,4683.0
28464126#1,6062.0
301865760,5197.0
395439802,3115.0
395439805,4679.0
508479313#0,3957.0
508479317,3833.0
508479336,3956.0
508479355,3962.0
508479365#0,5587.0
508479370#0,3573.0
508479370#1,6808.0
509721010#0-AddedOnRampEdge,6065.0
687721970,3956.0
687721973,2457.0
850376107,2444.0
850378488,3795.0
850395062,3335.0
850746591,2399.0
851553864,5359.0
851555734,4749.0
851560451,3838.0
851568240,3139.0
867203204,4099.0
