link_id,interval_nVehContrib
119271213,3339.0
119271337,3337.0
119271346,4045.0
119271357,3380.0
123555214,1621.0
123555236,3337.0
123592887#0,3702.0
123592924#1,3511.0
123867439#1-AddedOnRampEdge,7790.0
123867446#1,5247.0
123867452,3797.0
123867453#0,3953.0
123867454,3554.0
124952169,4956.0
156778691,1764.0
157593042,5119.0
157607510,2809.0
157607513#1,3852.0
157607517,3572.0
157782133,5739.0
157782136#0,5094.0
157782136#1-AddedOnRampEdge,5104.0
158623068#0,3337.0
158623068#1,3337.0
172165117,4402.0
184867222#0,3339.0
184867243,3337.0
22372547,4818.0
22372559,2699.0
23798287,6670.0
23798288#1,4596.0
23807652#1,3956.0
23955194#0,5146.0
23955194#1,5742.0
23955194#2,5000.0
24167679#1,3337.0
25029732#2,3957.0
25657136,2701.0
27829301#1,6505.0
28317586#1,3339.0
28317747,3147.0
28317945,3555.0
28319413#2,4409.0
28319423#0,4099.0
28357386,2974.0
28357482,3956.0
28357727#0,4079.0
28358874#1,6065.0
28358875#1,5742.0
28359025-AddedOnRampEdge,7673.0
28359059#1,5876.0
28396115#1,6170.0
28414195,5742.0
28414204#0,4683.0
28433582,4374.0
28433597,3935.0
28433666#1,3699.0
28433994#1,3339.0
28434077,3957.0
28435047,4003.0
28435573,6155.0
28437104,2578.0
28437207,3337.0
28464126#1,6062.0
28665770#0,3339.0
301865760,5197.0
30583337,3337.0
30959012,3024.0
363634378,3383.0
366053237,3507.0
367132265,3664.0
394385113,3962.0
394385114#1,2684.0
394449801#0,4942.0
394449801#1,5614.0
395336990,3339.0
395337004,3957.0
395343261,3957.0
395343763,3460.0
395354964#0,4985.0
395362577,3261.0
395368981#0,7902.0
395368986,6302.0
395394468,4077.0
395394473,6065.0
395439802,3115.0
395439805,4679.0
42397233,2889.0
479773092#0,4372.0
479773095,5953.0
479773099,3609.0
5018717,3337.0
5018720,2774.0
508060359,3757.0
508060362,3337.0
508115737#0,4997.0
508115737#1,6062.0
508115745,4867.0
508115808,5745.0
508137802,5739.0
508479313#0,3957.0
508479317,3833.0
508479326,5117.0
508479336,3956.0
508479355,3962.0
508479365#0,5587.0
508479370#0,3573.0
508479370#1,6808.0
509747240,3068.0
509747302,4205.0
509747310-AddedOnRampEdge,4275.0
509747346,6062.0
509747348,3337.0
509747381,4688.0
509747406-AddedOffRampEdge,6853.0
517168464,3767.0
52286756#1,6060.0
544296215#0,4838.0
544296216-AddedOffRampEdge,5741.0
544296218#0,3542.0
544296218#1-AddedOnRampEdge,3589.0
544296218#2,4403.0
544296221,3204.0
550271868,4310.0
550284581,5519.0
550284584-AddedOffRampEdge,5977.0
550284598,3011.0
550284602,2934.0
552389451,5315.0
552603210,4603.0
56159747,3785.0
60759806,4090.0
617235585#0,6065.0
617235594,5739.0
617235603,2901.0
617235606,2488.0
617235612,5441.0
617259141,4500.0
617259178,5321.0
617284141,4634.0
617284143,1904.0
617284144#0,3677.0
617284164,4066.0
617284166,6078.0
617284173,4945.0
617335302,4988.0
619042921,6062.0
619042924,6065.0
687721970,3956.0
687721973,2457.0
687721986,5388.0
699542380#1,3338.0
711834658,3805.0
727202049,3956.0
838046085,6190.0
848429238,1669.0
848467540#0,2886.0
848467541,3957.0
848488831,3153.0
848501101#0,4002.0
848743564,4673.0
848745539#1,2787.0
848748039,5005.0
848754158,3467.0
848767838,2372.0
848809833,3822.0
848809834,3956.0
848818561,3670.0
848875024#0,5742.0
848880058,3260.0
848920992#0,3792.0
849677308#0,5450.0
849818316,2228.0
849821064,2818.0
850026981,3337.0
850032296,4950.0
850057340#0,6112.0
850097346,3337.0
850098170,4366.0
850134421,4829.0
850376107,2444.0
850378488,3795.0
850395062,3335.0
850615423,5755.0
850616213,6062.0
850746591,2399.0
850760258,3339.0
851520670,2061.0
851520671-AddedOffRampEdge,3337.0
851544880,4626.0
851550873,5005.0
851553864,5359.0
851555734,4749.0
851556422,3337.0
851560451,3838.0
851568240,3139.0
854162451,5742.0
854215625,4794.0
860646752-AddedOffRampEdge,4588.0
861059531,5198.0
863754537,6058.0
867203204,4099.0
867204830-AddedOffRampEdge,6295.0
867208766,4165.0
867246178,5519.0
867247243,4550.0
867251845#0,5061.0
867256162#0,3616.0
867256162#3,2671.0
867256163,4099.0
867259033,3221.0
867262165#0,3725.0
867290381,3054.0
8954447,5185.0
