link_id,interval_nVehContrib,interval_harmonicMeanSpeed
119271213,2873.0,63.7
119271337,2873.0,63.75
119271346,5455.0,62.2917
119271357,2537.0,61.4417
123555214,819.0,66.9292
123555236,2873.0,63.75
123592887#0,2240.0,50.4208
123592887#1-AddedOffRampEdge,4555.0,53.225
123867439#1-AddedOnRampEdge,6105.0,63.725
123867446#1,5518.0,54.4167
123867452,4601.0,60.6583
123867453#0,3510.0,68.2583
123867454,4128.0,18.1917
124952169,4603.0,63.6056
156778691,1745.0,60.075
157593042,4173.0,57.5667
157607513#1,5736.0,37.4917
157782133,6084.0,56.2917
157782136#0,4154.0,62.3667
157806285,5682.0,64.0
158623068#0,3171.0,67.3833
172165117,4404.0,13.625
184867222#0,2722.0,65.2667
184867243,2873.0,63.75
22372547,3910.0,56.25
22372559,3793.0,60.0
23798287,7494.0,31.7292
23798288#1,6066.0,52.4583
23807652#1,4017.0,41.5042
23955194#0,3927.0,66.9917
24167679#1,3454.0,22.5667
25657136,3499.0,61.9917
26230999#1,4236.0,52.775
27829301#1,5550.0,63.8375
27829315#1-AddedOnRampEdge,4561.0,37.6667
28317586#1,3056.0,58.35
28317945,4279.0,14.2917
28319423#0,3458.0,61.575
28319423#1-AddedOffRampEdge,3733.0,63.225
28319423#2,2653.0,64.9833
28357386,5891.0,36.5917
28357482,1732.0,66.6833
28357727#0,4377.0,61.3042
28358874#1,7824.0,50.2083
28358875#1,5172.0,60.2417
28359059#1,6800.0,46.2417
28378884#0,6872.0,44.1667
28378888#1-AddedOnRampEdge,5673.0,51.4
28396115#1,4098.0,66.9583
28414204#0,4645.0,44.5417
28414349#1,4734.0,35.4833
28433582,5187.0,42.9042
28433597,2634.0,62.1333
28433666#1,4341.0,24.2417
28433994#1,2968.0,61.5083
28435047,3248.0,62.9042
28435048,3067.0,64.0333
28435573,4485.0,44.1
28437104,2625.0,61.4458
28437207,2225.0,64.75
28665770#0,2873.0,63.7
301865758,3768.0,49.8083
301865760,4192.0,60.5458
30583337,2873.0,63.6083
30959001,2346.0,65.4458
326409095#1,3594.0,16.7917
363634378,5377.0,44.4917
367132265,2431.0,64.9208
394385111,4836.0,57.3
394385113,5422.0,58.9583
394385114#1,3556.0,62.7583
394449801#0,3669.0,19.425
394449801#1,4958.0,23.8292
395336990,2873.0,63.7
395337004,4834.0,56.6667
395343763,1714.0,67.2167
395354964#0,6051.0,33.9667
395362577,2546.0,11.2
395368981#0,5312.0,67.0458
395368986,4845.0,71.25
395394468,4582.0,60.7917
395394473,5577.0,34.4917
395439802,4585.0,42.3
395439805,4370.0,57.1167
42397233,3317.0,56.55
479773092#0,5402.0,24.9667
479773095,4758.0,58.1917
479773098,4811.0,57.85
479773099,3257.0,61.1833
5018717,3276.0,47.4167
5018720,3404.0,45.8083
508060359,3397.0,58.9583
508060361,2776.0,56.4917
508060362,2873.0,63.75
508115737#0,6497.0,45.0583
508115745,5043.0,55.3583
508115808,6537.0,62.1167
508137802,4341.0,57.95
508479313#0,3860.0,38.8667
508479317,4790.0,41.8167
508479336,3627.0,26.4667
508479355,4592.0,47.325
508479365#0,3711.0,62.4167
508479370#0,3316.0,60.7583
508479370#1,3487.0,62.0083
509747240,5499.0,41.5792
509747302,5885.0,33.275
509747310-AddedOnRampEdge,5940.0,35.175
509747346,5172.0,52.6917
