link_id,interval_nVehContrib
119271213,2873.0
119271337,2873.0
119271346,5455.0
119271357,2537.0
123555214,819.0
123555236,2873.0
123592887#0,2240.0
123592887#1-AddedOffRampEdge,4555.0
123867439#1-AddedOnRampEdge,6105.0
123867446#1,5518.0
123867452,4601.0
123867453#0,3510.0
123867454,4128.0
124952169,4603.0
156778691,1745.0
157593042,4173.0
157607513#1,5736.0
157782133,6084.0
157782136#0,4154.0
157806285,5682.0
158623068#0,3171.0
172165117,4404.0
184867222#0,2722.0
184867243,2873.0
22372547,3910.0
22372559,3793.0
23798287,7494.0
23798288#1,6066.0
23807652#1,4017.0
23955194#0,3927.0
24167679#1,3454.0
25657136,3499.0
26230999#1,4236.0
27829301#1,5550.0
27829315#1-AddedOnRampEdge,4561.0
28317586#1,3056.0
28317945,4279.0
28319423#0,3458.0
28319423#1-AddedOffRampEdge,3733.0
28319423#2,2653.0
28357386,5891.0
28357482,1732.0
28357727#0,4377.0
28358874#1,7824.0
28358875#1,5172.0
28359059#1,6800.0
28378884#0,6872.0
28378888#1-AddedOnRampEdge,5673.0
28396115#1,4098.0
28414204#0,4645.0
28414349#1,4734.0
28433582,5187.0
28433597,2634.0
28433666#1,4341.0
28433994#1,2968.0
28435047,3248.0
28435048,3067.0
28435573,4485.0
28437104,2625.0
28437207,2225.0
28665770#0,2873.0
301865758,3768.0
301865760,4192.0
30583337,2873.0
30959001,2346.0
326409095#1,3594.0
363634378,5377.0
367132265,2431.0
394385111,4836.0
394385113,5422.0
394385114#1,3556.0
394449801#0,3669.0
394449801#1,4958.0
395336990,2873.0
395337004,4834.0
395343763,1714.0
395354964#0,6051.0
395362577,2546.0
395368981#0,5312.0
395368986,4845.0
395394468,4582.0
395394473,5577.0
395439802,4585.0
395439805,4370.0
42397233,3317.0
479773092#0,5402.0
479773095,4758.0
479773098,4811.0
479773099,3257.0
5018717,3276.0
5018720,3404.0
508060359,3397.0
508060361,2776.0
508060362,2873.0
508115737#0,6497.0
508115745,5043.0
508115808,6537.0
508137802,4341.0
508479313#0,3860.0
508479317,4790.0
508479336,3627.0
508479355,4592.0
508479365#0,3711.0
508479370#0,3316.0
508479370#1,3487.0
509747240,5499.0
509747302,5885.0
509747310-AddedOnRampEdge,5940.0
509747346,5172.0
509747348,4227.0
509747381,4892.0
509747406-AddedOffRampEdge,8124.0
517168464,2490.0
52286756#1,6303.0
52324493,3789.0
544296216-AddedOffRampEdge,4918.0
544296218#1-AddedOnRampEdge,4606.0
544296218#2,6344.0
544296221,5169.0
550271868,1541.0
550284581,4708.0
550284584-AddedOffRampEdge,4893.0
550284598,4128.0
550284602,3903.0
550284604,2980.0
550284605,4353.0
552389451,4904.0
552603210,4184.0
56159747,4183.0
60759806,4417.0
617235594,5645.0
617235603,2914.0
617235606,2741.0
617235612,4243.0
617259141,4780.0
617259170,3722.0
617259178,5152.0
617284141,6865.0
617284143,3389.0
617284144#0,2542.0
617284164,6179.0
617284166,5380.0
617284173,5776.0
617335302,6061.0
619042916,5410.0
619042921,6669.0
619042924,4342.0
687721970,4020.0
687721986,3771.0
699542380#1,2732.0
711834658,4560.0
727202049,4832.0
768291603,1945.0
838046085,3866.0
848429238,4281.0
848488831,4586.0
848489711,2265.0
848489712,2971.0
848501101#0,2666.0
848743564,4975.0
848745539#1,3725.0
848748038,3533.0
848748039,4366.0
848754158,2434.0
848767838,3367.0
848809833,5161.0
848818561,5768.0
848875024#0,4919.0
848880058,3528.0
848920992#0,3741.0
849677308#0,4678.0
849677308#1,4791.0
849696784,3883.0
849806971#0,3211.0
849818316,2047.0
849821064,1513.0
850026981,4312.0
850032296,5868.0
850057340#0,5559.0
850097346,4182.0
850098170,6511.0
850134421,2721.0
850376107,4589.0
850378488,2299.0
850395062,4366.0
850615423,4015.0
850746591,3115.0
850760258,2873.0
851520670,1906.0
851520671-AddedOffRampEdge,2873.0
851541351,2341.0
851544880,2527.0
851550873,4195.0
851552197,3005.0
851553864,4404.0
851555734,4920.0
851556422,3286.0
851560451,4726.0
851568240,5711.0
854162451,3779.0
854215625,7000.0
860646752-AddedOffRampEdge,3583.0
861059531,4221.0
863751890,7276.0
863754537,6154.0
867203204,2855.0
867204830-AddedOffRampEdge,4193.0
867208766,5537.0
867246178,5758.0
867247243,4832.0
867251845#0,4169.0
867256162#0,4940.0
867256162#3,3090.0
867256163,5951.0
867259033,3377.0
867262165#0,2349.0
8954447,3708.0
95265016#1,2495.0
