link_id,interval_nVehContrib
157607513#1,6124.0
157607517,1778.0
172165117,2924.0
28414204#0,4355.0
28464126#1,6140.0
301865758,3242.0
301865760,3423.0
30959001,1390.0
395439802,2935.0
395439805,2577.0
508479313#0,5108.0
508479317,3473.0
508479336,5106.0
508479355,5111.0
508479365#0,3271.0
508479370#0,1780.0
508479370#1,2624.0
509721010#0-AddedOnRampEdge,6140.0
687721970,5106.0
687721973,3617.0
850376107,3863.0
850378488,966.0
850395062,5316.0
850746591,2424.0
851553864,3565.0
851555734,4322.0
851560451,3336.0
851568240,5445.0
867203204,1920.0
