link_id,interval_nVehContrib,interval_harmonicMeanSpeed
157607513#1,5974.0,40.3917
157607517,2783.0,66.5417
172165117,4621.0,14.65
28414195,4978.0,63.3833
28414204#0,5140.0,48.625
28464126#1,6295.0,52.075
301865760,4682.0,62.9375
30959001,2438.0,64.7667
395439802,4409.0,51.4583
395439805,4542.0,58.8083
508479313#0,4879.0,56.0917
508479317,4904.0,45.9333
508479336,4878.0,56.0583
508479355,4879.0,56.6583
508479365#0,3892.0,64.2167
508479370#0,2788.0,65.8417
508479370#1,3522.0,62.3833
509721010#0-AddedOnRampEdge,6295.0,52.5833
687721970,4878.0,56.0583
687721973,4203.0,23.8417
850376107,4823.0,48.8875
850378488,2163.0,66.8417
850395062,4692.0,37.6083
850746591,3352.0,59.4458
851553864,4570.0,36.2417
851555734,5161.0,54.3083
851560451,4837.0,47.875
851568240,5815.0,50.7167
867203204,2850.0,70.4083
