link_id,interval_nVehContrib,interval_harmonicMeanSpeed
119271337,2895.0,63.6917
119271346,5557.0,60.4417
119271357,2540.0,61.3417
123555214,862.0,67.0208
123592887#0,2191.0,50.3542
123592887#1-AddedOffRampEdge,4552.0,53.2833
123867439#1-AddedOnRampEdge,6633.0,59.575
123867446#1,5607.0,57.6
123867452,4610.0,60.875
123867453#0,3448.0,66.425
123867454,4129.0,18.0083
124952169,4556.0,64.3111
156778691,1901.0,60.8958
157593042,4439.0,61.9917
157607513#1,5974.0,40.3917
157607517,2783.0,66.5417
157782136#0,4454.0,62.275
158623068#0,2894.0,63.5
158623068#1,2894.0,63.5
172165117,4621.0,14.65
184867222#0,2891.0,63.5833
184867243,2895.0,63.6917
22372547,3921.0,58.1917
22372559,3703.0,60.3917
23798287,7492.0,29.4667
23798288#1,6100.0,38.15
23807652#1,4878.0,56.0583
23955194#0,4012.0,67.125
23955194#1,4978.0,63.3833
23955194#2,3704.0,65.3083
24167679#1,2894.0,63.5
25029732#2,4879.0,56.0917
25657136,3867.0,60.625
27829301#1,5247.0,64.6958
28317945,4342.0,51.7
28319423#0,2904.0,64.0333
28319423#2,2583.0,64.9583
28357386,3592.0,53.2917
28357482,1745.0,67.3917
28357727#0,3436.0,63.2375
28358875#1,4978.0,63.3833
28359059#1,7013.0,43.2792
28378884#0,6652.0,39.75
28378888#1-AddedOnRampEdge,5512.0,58.675
28414195,4978.0,63.3833
28414204#0,5140.0,48.625
28414349#1,4785.0,31.525
28433582,5218.0,52.1917
28433597,2536.0,63.825
28433666#1,4470.0,26.0417
28433994#1,2891.0,63.5833
28434077,4879.0,56.0917
28435047,3067.0,64.9583
28435048,2891.0,63.5833
28435573,5897.0,45.25
28437104,2767.0,59.425
28437190#1,2894.0,63.5
28437207,2894.0,63.5
28464126#1,6295.0,52.075
28464668#1,4750.0,64.1083
28464671-AddedOnRampEdge,4978.0,63.3833
28665770#0,2891.0,63.5833
301865760,4682.0,62.9375
30583337,2894.0,63.5
30959001,2438.0,64.7667
326409095#1,3613.0,17.8083
334904727,4423.0,43.2583
363634378,5632.0,51.25
367132265,2431.0,65.3333
394385111,2899.0,63.9
394385113,4877.0,56.3583
394385114#1,3634.0,62.0083
394449801#0,4499.0,32.275
394449801#1,5455.0,21.7667
395336990,2891.0,63.5833
395337004,4879.0,56.0917
395343261,4879.0,56.0917
395343763,1613.0,67.1583
395354964#0,6381.0,42.225
395362577,2872.0,26.7917
395368981#0,5372.0,65.4167
395368986,4810.0,71.3167
395394468,3460.0,62.9917
395394473,6295.0,52.5833
395439802,4409.0,51.4583
395439805,4542.0,58.8083
42397233,3293.0,59.1667
479773092#0,5628.0,36.275
479773095,4820.0,60.3833
479773099,3284.0,61.0583
5018717,2895.0,63.6917
5018720,3305.0,49.125
508060359,3119.0,60.8667
508060361,2895.0,63.6917
508060362,2895.0,63.6917
508115737#0,6470.0,52.2583
508115745,5071.0,54.85
508115808,4976.0,63.7833
508137802,4979.0,64.0583
508479313#0,4879.0,56.0917
508479317,4904.0,45.9333
508479326,4893.0,51.575
508479336,4878.0,56.0583
508479355,4879.0,56.6583
508479365#0,3892.0,64.2167
508479370#0,2788.0,65.8417
508479370#1,3522.0,62.3833
509747240,6228.0,48.7875
509747302,5960.0,37.4083
509747310-AddedOnRampEdge,6044.0,37.925
509747346,6295.0,52.075
509747348,2894.0,63.5
509747381,4891.0,60.775
509747406-AddedOffRampEdge,8053.0,46.2333
517168464,2389.0,66.0583
52286756#1,6295.0,52.175
52324493,2893.0,63.6375
544296218#0,5063.0,43.9583
544296218#2,6577.0,29.7417
544296221,5287.0,49.7583
550271868,1536.0,65.2583
550284581,4988.0,62.1
550284584-AddedOffRampEdge,5177.0,65.1583
550284598,4058.0,51.6917
550284602,3986.0,57.55
552389451,4889.0,62.25
552603210,4294.0,61.9333
56159747,4587.0,35.2292
60759806,4346.0,58.9167
617235585#0,6295.0,52.5833
617235594,4979.0,64.0583
617235603,2925.0,32.7
617235606,2840.0,58.5667
617235612,3713.0,65.3083
617259141,4808.0,64.4417
617259178,5174.0,64.0167
617284141,6891.0,44.525
617284143,3484.0,63.875
617284144#0,2458.0,67.2417
617284145#0-AddedOnRampEdge,3502.0,64.0417
617284164,3888.0,60.9583
617284166,5386.0,60.2833
617284173,5781.0,62.7042
617335302,5770.0,46.5417
619042916,4979.0,64.0583
619042919,4878.0,56.0583
619042921,6295.0,52.4792
619042924,6295.0,52.5833
687721970,4878.0,56.0583
687721973,4203.0,23.8417
687721986,3902.0,64.7917
699542380#1,2893.0,63.5417
711834658,3510.0,61.1028
727202049,4878.0,56.0583
838046085,3796.0,64.05
848429238,3724.0,65.7583
848467540#0,4237.0,30.3708
848467541,4879.0,56.0917
848488831,4692.0,59.725
848489711,2195.0,66.8042
848489712,2891.0,63.5833
848501101#0,2716.0,68.2833
848743564,5435.0,41.2083
848745539#1,3704.0,54.1917
848748038,3593.0,58.1083
848748039,4494.0,56.9375
848754158,2453.0,63.5583
848767838,3297.0,63.3333
848875024#0,4978.0,63.3833
848880058,3338.0,62.375
848920992#0,3924.0,54.1958
849677308#0,4645.0,60.0917
849696784,3945.0,31.2833
849806971#0,2894.0,63.5
849818316,2123.0,13.4667
849821064,1527.0,67.3583
849833093,4978.0,63.3833
850026981,2894.0,63.5
850032296,6005.0,46.7667
850057340#0,5384.0,56.0583
850097346,2894.0,63.5
850098170,6452.0,52.1583
850134421,2514.0,62.875
850376107,4823.0,48.8875
850378488,2163.0,66.8417
850395062,4692.0,37.6083
850615423,4387.0,63.6167
850616213,6295.0,52.075
850746591,3352.0,59.4458
850760258,2891.0,63.5833
851520670,2279.0,64.9667
851520671-AddedOffRampEdge,2894.0,63.5
851541351,2440.0,65.7583
851544880,2579.0,67.3042
851550873,4082.0,60.3667
851552197,4128.0,58.8222
851553864,4570.0,36.2417
851555734,5161.0,54.3083
851556422,2894.0,63.5
851560451,4837.0,47.875
851568240,5815.0,50.7167
851569274,2485.0,66.5417
854162451,4978.0,63.3833
854215625,6660.0,48.0
860646752-AddedOffRampEdge,4595.0,31.825
861059531,4265.0,66.1958
863754537,6295.0,52.375
867203204,2850.0,70.4083
867204830-AddedOffRampEdge,4273.0,63.3083
867208766,5599.0,50.3
867246178,6233.0,50.6708
867247243,3898.0,62.6708
867251845#0,4336.0,62.9167
867256162#0,4888.0,35.2083
867256162#3,2950.0,38.7625
867256163,5412.0,31.9583
867259033,3255.0,55.3792
867262165#0,2318.0,66.2917
867290381,4380.0,52.775
8954447,4004.0,64.075
95265016#1,2891.0,63.5833
