link_id,interval_nVehContrib,interval_harmonicMeanSpeed
157607510,2686.0,68.275
157607513#1,3677.0,67.6667
157607517,3414.0,14.125
172165117,4342.0,42.5417
28414204#0,4433.0,63.0417
28464126#1,5210.0,60.775
301865760,4525.0,26.9292
30959001,2200.0,32.8625
395439802,3354.0,25.9667
395439805,4529.0,46.875
508479313#0,3264.0,62.4083
508479317,3845.0,56.2333
508479336,3975.0,60.8917
508479355,3166.0,68.75
508479365#0,5373.0,13.3667
508479370#0,4571.0,23.15
508479370#1,6694.0,58.7833
509721010#0-AddedOnRampEdge,5660.0,63.375
687721970,3543.0,66.1417
850376107,2332.0,67.8208
850378488,3854.0,25.8917
850395062,3114.0,65.7083
850746591,1470.0,65.4208
851553864,5271.0,27.4917
851555734,4707.0,56.5917
851560451,3873.0,22.7083
851568240,3014.0,72.0417
867203204,4014.0,10.975
