link_id,interval_nVehContrib
119271337,2895.0
119271346,5557.0
119271357,2540.0
123555214,862.0
123592887#0,2191.0
123592887#1-AddedOffRampEdge,4552.0
123867439#1-AddedOnRampEdge,6633.0
123867446#1,5607.0
123867452,4610.0
123867453#0,3448.0
123867454,4129.0
124952169,4556.0
156778691,1901.0
157593042,4439.0
157607513#1,5974.0
157607517,2783.0
157782136#0,4454.0
158623068#0,2894.0
158623068#1,2894.0
172165117,4621.0
184867222#0,2891.0
184867243,2895.0
22372547,3921.0
22372559,3703.0
23798287,7492.0
23798288#1,6100.0
23807652#1,4878.0
23955194#0,4012.0
23955194#1,4978.0
23955194#2,3704.0
24167679#1,2894.0
25029732#2,4879.0
25657136,3867.0
27829301#1,5247.0
28317945,4342.0
28319423#0,2904.0
28319423#2,2583.0
28357386,3592.0
28357482,1745.0
28357727#0,3436.0
28358875#1,4978.0
28359059#1,7013.0
28378884#0,6652.0
28378888#1-AddedOnRampEdge,5512.0
28414195,4978.0
28414204#0,5140.0
28414349#1,4785.0
28433582,5218.0
28433597,2536.0
28433666#1,4470.0
28433994#1,2891.0
28434077,4879.0
28435047,3067.0
28435048,2891.0
28435573,5897.0
28437104,2767.0
28437190#1,2894.0
28437207,2894.0
28464126#1,6295.0
28464668#1,4750.0
28464671-AddedOnRampEdge,4978.0
28665770#0,2891.0
301865760,4682.0
30583337,2894.0
30959001,2438.0
326409095#1,3613.0
334904727,4423.0
363634378,5632.0
367132265,2431.0
394385111,2899.0
394385113,4877.0
394385114#1,3634.0
394449801#0,4499.0
394449801#1,5455.0
395336990,2891.0
395337004,4879.0
395343261,4879.0
395343763,1613.0
395354964#0,6381.0
395362577,2872.0
395368981#0,5372.0
395368986,4810.0
395394468,3460.0
395394473,6295.0
395439802,4409.0
395439805,4542.0
42397233,3293.0
479773092#0,5628.0
479773095,4820.0
479773099,3284.0
5018717,2895.0
5018720,3305.0
508060359,3119.0
508060361,2895.0
508060362,2895.0
508115737#0,6470.0
508115745,5071.0
508115808,4976.0
508137802,4979.0
508479313#0,4879.0
508479317,4904.0
508479326,4893.0
508479336,4878.0
508479355,4879.0
508479365#0,3892.0
508479370#0,2788.0
508479370#1,3522.0
509747240,6228.0
509747302,5960.0
509747310-AddedOnRampEdge,6044.0
509747346,6295.0
509747348,2894.0
509747381,4891.0
509747406-AddedOffRampEdge,8053.0
517168464,2389.0
52286756#1,6295.0
52324493,2893.0
544296218#0,5063.0
544296218#2,6577.0
544296221,5287.0
550271868,1536.0
550284581,4988.0
550284584-AddedOffRampEdge,5177.0
550284598,4058.0
550284602,3986.0
552389451,4889.0
552603210,4294.0
56159747,4587.0
60759806,4346.0
617235585#0,6295.0
617235594,4979.0
617235603,2925.0
617235606,2840.0
617235612,3713.0
617259141,4808.0
617259178,5174.0
617284141,6891.0
617284143,3484.0
617284144#0,2458.0
617284145#0-AddedOnRampEdge,3502.0
617284164,3888.0
617284166,5386.0
617284173,5781.0
617335302,5770.0
619042916,4979.0
619042919,4878.0
619042921,6295.0
619042924,6295.0
687721970,4878.0
687721973,4203.0
687721986,3902.0
699542380#1,2893.0
711834658,3510.0
727202049,4878.0
838046085,3796.0
848429238,3724.0
848467540#0,4237.0
848467541,4879.0
848488831,4692.0
848489711,2195.0
848489712,2891.0
848501101#0,2716.0
848743564,5435.0
848745539#1,3704.0
848748038,3593.0
848748039,4494.0
848754158,2453.0
848767838,3297.0
848875024#0,4978.0
848880058,3338.0
848920992#0,3924.0
849677308#0,4645.0
849696784,3945.0
849806971#0,2894.0
849818316,2123.0
849821064,1527.0
849833093,4978.0
850026981,2894.0
850032296,6005.0
850057340#0,5384.0
850097346,2894.0
850098170,6452.0
850134421,2514.0
850376107,4823.0
850378488,2163.0
850395062,4692.0
850615423,4387.0
850616213,6295.0
850746591,3352.0
850760258,2891.0
851520670,2279.0
851520671-AddedOffRampEdge,2894.0
851541351,2440.0
851544880,2579.0
851550873,4082.0
851552197,4128.0
851553864,4570.0
851555734,5161.0
851556422,2894.0
851560451,4837.0
851568240,5815.0
851569274,2485.0
854162451,4978.0
854215625,6660.0
860646752-AddedOffRampEdge,4595.0
861059531,4265.0
863754537,6295.0
867203204,2850.0
867204830-AddedOffRampEdge,4273.0
867208766,5599.0
867246178,6233.0
867247243,3898.0
867251845#0,4336.0
867256162#0,4888.0
867256162#3,2950.0
867256163,5412.0
867259033,3255.0
867262165#0,2318.0
867290381,4380.0
8954447,4004.0
95265016#1,2891.0
