link_id,interval_nVehContrib
119271337,3329.0
119271346,3824.0
119271357,3313.0
123555214,1269.0
123555236,3329.0
123592887#0,3644.0
123867446#1,5295.0
123867452,3530.0
123867453#0,3649.0
123867454,3670.0
156778691,1419.0
157593042,4777.0
157607510,2686.0
157607513#1,3677.0
157607517,3414.0
157782133,5491.0
157782136#0,3612.0
157782136#1-AddedOnRampEdge,3655.0
157806285,7594.0
158623068#0,3273.0
172165117,4342.0
184867222#0,3096.0
184867243,3329.0
22372547,4519.0
22372559,2468.0
23798287,6811.0
23798288#1,6009.0
23807652#1,4173.0
23955194#0,4724.0
23955194#2,4486.0
24167679#1,4429.0
25029732#2,4137.0
25657136,1769.0
27829301#1,4906.0
28317747,2690.0
28317945,3422.0
28319413#2,4445.0
28319423#0,3840.0
28319423#1-AddedOffRampEdge,3976.0
28357386,2979.0
28357482,4015.0
28357727#0,4147.0
28358875#1,6105.0
28359025-AddedOnRampEdge,7608.0
28359059#1,5998.0
28378888#1-AddedOnRampEdge,5854.0
28396115#1,5480.0
28414204#0,4433.0
28433582,4008.0
28433597,4111.0
28433666#1,3630.0
28433994#1,3644.0
28434077,3668.0
28435047,4085.0
28435573,5634.0
28437104,2436.0
28437207,2996.0
28464126#1,5210.0
28665770#0,3327.0
301865760,4525.0
30583337,3330.0
30959001,2200.0
30959012,3027.0
334904727,3999.0
363634378,3330.0
366053237,3499.0
367132265,3547.0
394385111,5317.0
394385113,4562.0
394385114#1,2693.0
394449801#0,4649.0
394449801#1,5419.0
395336990,3327.0
395337004,3980.0
395343763,3226.0
395354964#0,4726.0
395362577,3138.0
395368981#0,5538.0
395368986,6147.0
395394468,4201.0
395394473,6269.0
395439802,3354.0
395439805,4529.0
42397233,2706.0
479773092#0,4214.0
479773095,5418.0
479773098,3558.0
479773099,3408.0
5018717,3114.0
5018720,2909.0
508060359,3793.0
508060362,3329.0
508115737#0,4685.0
508115737#1,5039.0
508115745,4867.0
508115808,3042.0
508137802,2985.0
508479313#0,3264.0
508479317,3845.0
508479326,4483.0
508479336,3975.0
508479355,3166.0
508479365#0,5373.0
508479370#0,4571.0
508479370#1,6694.0
509747240,4138.0
509747302,4161.0
509747346,5100.0
509747348,3732.0
509747381,4342.0
509747406-AddedOffRampEdge,6856.0
517168464,3779.0
52286756#1,6044.0
544296215#0,5194.0
544296218#1-AddedOnRampEdge,3479.0
544296218#2,4322.0
544296221,3066.0
550271868,4300.0
550284581,5490.0
550284584-AddedOffRampEdge,6122.0
550284598,2113.0
550284602,2908.0
552389451,5028.0
552603210,4438.0
56159747,3742.0
60759806,3831.0
617235594,2748.0
617235603,2988.0
617235606,2256.0
617235612,5535.0
617259141,4623.0
617259178,4922.0
617284141,4750.0
617284143,1809.0
617284144#0,3659.0
617284145#0-AddedOnRampEdge,3562.0
617284164,3967.0
617284166,5578.0
617284173,4587.0
617335302,5203.0
687721970,3543.0
687721986,4849.0
699542380#1,3387.0
711834658,4460.0
727202049,3981.0
838046085,5930.0
848429238,1370.0
848467540#0,2728.0
848488831,3180.0
848501101#0,3851.0
848743564,4457.0
848745539#1,2620.0
848748039,4949.0
848754158,3270.0
848767838,2269.0
848809833,3787.0
848818561,3967.0
848875024#0,5694.0
848880058,3082.0
848920992#0,3824.0
849677308#0,5437.0
849818316,2186.0
849821064,2885.0
850026981,3094.0
850032296,4922.0
850057340#0,4967.0
850097346,4669.0
850098170,4547.0
850134421,4876.0
850376107,2332.0
850378488,3854.0
850395062,3114.0
850615423,5116.0
850616213,5624.0
850746591,1470.0
850760258,3327.0
851520670,2806.0
851520671-AddedOffRampEdge,3330.0
851544880,4721.0
851550873,5135.0
851553864,5271.0
851555734,4707.0
851556422,4535.0
851560451,3873.0
851568240,3014.0
854162451,4390.0
854215625,5064.0
860646752-AddedOffRampEdge,2475.0
861059531,4738.0
863751890,5390.0
863754537,6028.0
867203204,4014.0
867204830-AddedOffRampEdge,5726.0
867208766,4004.0
867246178,5015.0
867247243,4646.0
867251845#0,4899.0
867256162#0,3642.0
867256162#3,2500.0
867256163,4844.0
867259033,3323.0
867262165#0,3672.0
867290381,3027.0
8954447,4641.0
