link_id,interval_nVehContrib
157607513#1,5974.0
157607517,2783.0
172165117,4621.0
28414195,4978.0
28414204#0,5140.0
28464126#1,6295.0
301865760,4682.0
30959001,2438.0
395439802,4409.0
395439805,4542.0
508479313#0,4879.0
508479317,4904.0
508479336,4878.0
508479355,4879.0
508479365#0,3892.0
508479370#0,2788.0
508479370#1,3522.0
509721010#0-AddedOnRampEdge,6295.0
687721970,4878.0
687721973,4203.0
850376107,4823.0
850378488,2163.0
850395062,4692.0
850746591,3352.0
851553864,4570.0
851555734,5161.0
851560451,4837.0
851568240,5815.0
867203204,2850.0
