link_id,interval_nVehContrib,interval_harmonicMeanSpeed
157607510,1057.0,68.1333
157607513#1,1369.0,67.1667
172165117,1012.0,67.6667
28414195,1464.0,64.7833
28414204#0,1084.0,66.2083
28464126#1,1880.0,63.25
301865760,1594.0,65.9875
395439802,779.0,66.9667
395439805,951.0,67.4667
508479313#0,1056.0,62.9917
508479317,856.0,69.9917
508479336,1591.0,64.475
508479355,1298.0,68.825
508479365#0,2096.0,71.1667
508479370#0,1682.0,66.0417
509721010#0-AddedOnRampEdge,1763.0,64.2417
687721970,1330.0,65.3833
687721973,584.0,69.675
850376107,742.0,68.1083
850378488,655.0,66.7917
850395062,1365.0,64.2
850746591,566.0,65.1292
851553864,1365.0,65.4917
851555734,1208.0,56.1417
851560451,829.0,65.7333
851568240,1160.0,71.3
867203204,945.0,70.45
