link_id,interval_nVehContrib
157607510,1057.0
157607513#1,1369.0
172165117,1012.0
28414195,1464.0
28414204#0,1084.0
28464126#1,1880.0
301865760,1594.0
395439802,779.0
395439805,951.0
508479313#0,1056.0
508479317,856.0
508479336,1591.0
508479355,1298.0
508479365#0,2096.0
508479370#0,1682.0
509721010#0-AddedOnRampEdge,1763.0
687721970,1330.0
687721973,584.0
850376107,742.0
850378488,655.0
850395062,1365.0
850746591,566.0
851553864,1365.0
851555734,1208.0
851560451,829.0
851568240,1160.0
867203204,945.0
