link_id,interval_nVehContrib
157607510,1918.0
157607513#1,2512.0
172165117,1704.0
28414195,2086.0
28414204#0,2261.0
28464126#1,2815.0
301865760,2057.0
30959001,927.0
395439802,1744.0
395439805,1632.0
508479313#0,1604.0
508479317,1808.0
508479336,2328.0
508479355,2119.0
508479365#0,3193.0
508479370#0,2595.0
509721010#0-AddedOnRampEdge,2987.0
687721970,2055.0
687721973,926.0
850376107,1064.0
850378488,861.0
850395062,2237.0
850746591,747.0
851553864,2066.0
851555734,2338.0
851560451,1917.0
851568240,2166.0
867203204,1881.0
