link_id,interval_nVehContrib
119271337,607.0
119271346,872.0
119271357,479.0
123555214,253.0
123555236,607.0
123592887#0,395.0
123592887#1-AddedOffRampEdge,793.0
123867439#1-AddedOnRampEdge,1813.0
123867446#1,1411.0
123867452,749.0
123867453#0,574.0
123867454,843.0
124952169,1072.0
156778691,585.0
157593042,996.0
157607510,1057.0
157607513#1,1369.0
157782133,2309.0
157782136#0,1189.0
157782136#1-AddedOnRampEdge,1190.0
157806285,1568.0
158623068#0,471.0
172165117,1012.0
184867222#0,616.0
184867243,607.0
22372547,328.0
22372559,564.0
23798287,1770.0
23798288#1,2680.0
23807652#1,1398.0
23955194#0,1048.0
23955194#1,1321.0
23955194#2,917.0
24167679#1,2395.0
25029732#2,943.0
25657136,613.0
26230999#1,758.0
27829301#1,1176.0
27829315#1-AddedOnRampEdge,2202.0
28317586#1,1414.0
28317945,1180.0
28319413#2,450.0
28319423#0,423.0
28319423#1-AddedOffRampEdge,1079.0
28319423#2,406.0
28357386,947.0
28357482,442.0
28357727#0,1164.0
28358874#1,2698.0
28358875#1,1361.0
28359059#1,1630.0
28396115#1,1006.0
28414195,1464.0
28414204#0,1084.0
28433666#1,1230.0
28433994#1,811.0
28434077,1130.0
28435047,711.0
28435048,912.0
28435573,1245.0
28437104,828.0
28437207,1203.0
28464126#1,1880.0
28464667,967.0
28464668#1,1389.0
28464671-AddedOnRampEdge,1475.0
28665770#0,606.0
301865760,1594.0
30583337,605.0
334904727,770.0
363634378,1135.0
363648766#1-AddedOnRampEdge,1061.0
367132265,323.0
394385111,2248.0
394385113,2172.0
394385114#1,815.0
394449801#0,1185.0
394449801#1,2049.0
395336990,606.0
395337004,1227.0
395343261,1433.0
395343763,237.0
395354964#0,1256.0
395362577,621.0
395368981#0,1443.0
395368986,1173.0
395394468,1315.0
395394473,2514.0
395394478,1774.0
395439802,779.0
395439805,951.0
42397233,637.0
479773092#0,1144.0
479773095,1204.0
479773098,1045.0
479773099,0.0
5018717,1046.0
5018720,444.0
508060359,920.0
508115737#0,949.0
508115737#1,1405.0
508115745,1381.0
508115808,2402.0
508137802,1862.0
508479313#0,1056.0
508479317,856.0
508479326,1102.0
508479336,1591.0
508479355,1298.0
508479365#0,2096.0
508479370#0,1682.0
509747240,1286.0
509747302,1184.0
509747310-AddedOnRampEdge,1194.0
509747346,1631.0
509747348,1248.0
509747381,923.0
509747406-AddedOffRampEdge,1840.0
517168464,388.0
52286756#1,1609.0
52324493,1098.0
544296216-AddedOffRampEdge,1201.0
544296218#0,1308.0
544296218#2,1496.0
544296221,895.0
550271868,318.0
550284581,1327.0
550284598,586.0
550284602,665.0
550284604,550.0
552389451,1067.0
552603210,1335.0
60759806,357.0
617235594,1708.0
617235603,551.0
617235606,706.0
617235612,545.0
617259141,1289.0
617259148-AddedOnRampEdge,1350.0
617259178,993.0
617284141,923.0
617284143,612.0
617284144#0,484.0
617284145#0-AddedOnRampEdge,749.0
617284164,1028.0
617284166,1508.0
617284173,938.0
617335302,1701.0
619042916,2214.0
619042919,1306.0
619042921,2265.0
619042924,1888.0
687721970,1330.0
687721973,584.0
687721986,897.0
699542380#1,722.0
727202049,1227.0
768291603,1231.0
848429238,1003.0
848488831,755.0
848489711,321.0
848489712,708.0
848501101#0,350.0
848743564,772.0
848745539#1,580.0
848748038,455.0
848748039,585.0
848754158,314.0
848767838,520.0
848809833,839.0
848809834,1188.0
848818561,845.0
848875024#0,1202.0
848880058,726.0
848920992#0,874.0
849677308#0,1159.0
849677308#1,1733.0
849696784,1104.0
849818316,644.0
849821064,308.0
849833093,1202.0
850026981,675.0
850032296,1399.0
850057340#0,1386.0
850097346,1015.0
850098170,851.0
850134421,797.0
850376107,742.0
850378488,655.0
850395062,1365.0
850615423,984.0
850616213,1512.0
850746591,566.0
850760258,606.0
851520670,745.0
851541351,555.0
851544880,587.0
851550873,1098.0
851553864,1365.0
851555734,1208.0
851560451,829.0
851568240,1160.0
851569274,396.0
854162451,1257.0
854215625,1160.0
860646752-AddedOffRampEdge,1303.0
861059531,1504.0
863751890,2580.0
863754537,2665.0
867203204,945.0
867204830-AddedOffRampEdge,960.0
867208766,1154.0
867246178,1588.0
867247243,1303.0
867251845#0,408.0
867256162#0,760.0
867256162#3,785.0
867259033,944.0
867262165#0,313.0
867290381,812.0
8954447,1017.0
95265016#1,726.0
