link_id,interval_nVehContrib
119271213,1486.0
119271337,1486.0
119271346,1912.0
119271357,1131.0
123555214,588.0
123555236,1486.0
123592887#0,789.0
123592887#1-AddedOffRampEdge,1488.0
123867439#1-AddedOnRampEdge,2994.0
123867446#1,2114.0
123867452,1776.0
123867453#0,1199.0
123867454,1488.0
124952169,1918.0
156778691,769.0
157593042,1759.0
157607510,1918.0
157607513#1,2512.0
157782133,2872.0
157782136#0,2060.0
157806285,3326.0
158623068#0,858.0
172165117,1704.0
184867222#0,1459.0
184867243,1486.0
22372547,1229.0
22372559,1303.0
23798287,3054.0
23798288#1,3454.0
23807652#1,2447.0
23955194#0,1915.0
23955194#2,1724.0
24167679#1,2959.0
25029732#2,1815.0
25657136,1172.0
26230999#1,1551.0
27829301#1,2989.0
27829315#1-AddedOnRampEdge,3021.0
28317586#1,2437.0
28317945,1901.0
28319423#0,1417.0
28319423#1-AddedOffRampEdge,2151.0
28319423#2,1298.0
28357386,1618.0
28357482,761.0
28357727#0,2014.0
28358874#1,4768.0
28358875#1,3165.0
28359059#1,3062.0
28396115#1,2169.0
28414195,2086.0
28414204#0,2261.0
28433582,2289.0
28433597,1706.0
28433666#1,1945.0
28433994#1,1542.0
28434077,1668.0
28435047,1432.0
28435048,1535.0
28435573,2163.0
28437104,1114.0
28437207,1827.0
28464126#1,2815.0
28464667,2329.0
28464668#1,2598.0
28464671-AddedOnRampEdge,2317.0
28665770#0,1486.0
301865760,2057.0
30583337,1485.0
30959001,927.0
30959012,1658.0
334904727,1646.0
363634378,2334.0
363648766#1-AddedOnRampEdge,1673.0
367132265,857.0
394385111,3522.0
394385113,2876.0
394385114#1,1437.0
394449801#0,2215.0
394449801#1,3453.0
395336990,1486.0
395337004,2392.0
395343763,726.0
395354964#0,2263.0
395362577,1211.0
395368981#0,3232.0
395368986,2691.0
395394468,2507.0
395394473,3868.0
395394478,3423.0
395439802,1744.0
395439805,1632.0
42397233,1295.0
479773092#0,2019.0
479773095,2057.0
479773098,1724.0
479773099,527.0
5018717,1604.0
5018720,919.0
508060359,2162.0
508115737#0,2331.0
508115737#1,2826.0
508115745,2719.0
508115808,4180.0
508137802,3406.0
508479313#0,1604.0
508479317,1808.0
508479326,2063.0
508479336,2328.0
508479355,2119.0
508479365#0,3193.0
508479370#0,2595.0
509747240,2258.0
509747302,2097.0
509747346,2441.0
509747348,1859.0
509747381,1696.0
509747406-AddedOffRampEdge,3441.0
517168464,1060.0
52286756#1,3187.0
52324493,2098.0
544296216-AddedOffRampEdge,2665.0
544296218#0,2343.0
544296218#1-AddedOnRampEdge,2400.0
544296218#2,2889.0
544296221,1943.0
550271868,660.0
550284581,2419.0
550284584-AddedOffRampEdge,2459.0
550284598,1096.0
550284602,1158.0
550284604,1178.0
552389451,2137.0
552603210,1840.0
56159747,1332.0
60759806,990.0
617235585#0,3521.0
617235594,2645.0
617235603,1217.0
617235606,1194.0
617235612,1173.0
617259141,1883.0
617259148-AddedOnRampEdge,2062.0
617259178,1783.0
617284141,1795.0
617284143,974.0
617284144#0,1175.0
617284145#0-AddedOnRampEdge,1355.0
617284164,2416.0
617284166,3021.0
617284173,2346.0
617335302,2791.0
619042916,3566.0
619042919,2132.0
619042921,3831.0
619042924,2917.0
687721970,2055.0
687721973,926.0
687721986,1643.0
699542380#1,1385.0
708314651,2005.0
711834658,2655.0
727202049,2391.0
838046085,2019.0
848429238,1929.0
848488831,1467.0
848489711,1002.0
848489712,1372.0
848501101#0,1260.0
848743564,1765.0
848745539#1,1347.0
848748038,1197.0
848748039,1433.0
848754158,812.0
848767838,1223.0
848809833,2069.0
848809834,2528.0
848818561,2044.0
848875024#0,2668.0
848880058,1213.0
848920992#0,1538.0
849677308#0,2574.0
849677308#1,2852.0
849696784,2201.0
849818316,1004.0
849821064,775.0
849833093,2668.0
850026981,1198.0
850032296,2340.0
850057340#0,2175.0
850097346,1624.0
850098170,1704.0
850134421,1244.0
850376107,1064.0
850378488,861.0
850395062,2237.0
850615423,2175.0
850746591,747.0
850760258,1486.0
851520671-AddedOffRampEdge,1204.0
851541351,1339.0
851544880,1321.0
851550873,2181.0
851552197,2109.0
851553864,2066.0
851555734,2338.0
851560451,1917.0
851568240,2166.0
851569274,1204.0
854162451,1805.0
854215625,1898.0
860646752-AddedOffRampEdge,2075.0
861059531,2257.0
863751890,3746.0
863754537,3255.0
867203204,1881.0
867204830-AddedOffRampEdge,1816.0
867246178,2476.0
867247243,2042.0
867251845#0,936.0
867256162#0,1800.0
867256162#3,1363.0
867256163,1944.0
867259033,1744.0
867262165#0,1026.0
867290381,1483.0
8954447,1738.0
95265016#1,1384.0
