link_id,interval_nVehContrib
119271213,1021.0
119271337,1020.0
119271346,1304.0
119271357,774.0
123555214,387.0
123555236,1020.0
123592887#0,660.0
123592887#1-AddedOffRampEdge,1292.0
123867439#1-AddedOnRampEdge,2631.0
123867446#1,2165.0
123867452,1626.0
123867453#0,558.0
123867454,1274.0
124952169,1013.0
156778691,686.0
157593042,1388.0
157607513#1,2469.0
157782133,2909.0
157782136#0,1886.0
157806285,2565.0
158623068#0,467.0
172165117,1430.0
184867222#0,890.0
184867243,1020.0
22372547,639.0
22372559,674.0
23798287,2439.0
23798288#1,3169.0
23807652#1,2064.0
23955194#0,1263.0
23955194#1,1479.0
23955194#2,1117.0
24167679#1,2643.0
25029732#2,1077.0
25657136,863.0
26230999#1,932.0
27829301#1,1701.0
27829315#1-AddedOnRampEdge,2657.0
28317586#1,1744.0
28317945,1023.0
28319413#2,592.0
28319423#0,618.0
28319423#1-AddedOffRampEdge,1295.0
28319423#2,589.0
28357482,510.0
28357727#0,1137.0
28358874#1,3491.0
28358875#1,1872.0
28359059#1,2251.0
28378888#1-AddedOnRampEdge,1845.0
28396115#1,1254.0
28414195,2083.0
28414204#0,1751.0
28433582,1828.0
28433666#1,1590.0
28433994#1,1073.0
28434077,1373.0
28435047,1235.0
28435048,1052.0
28435573,1665.0
28437104,929.0
28437207,1574.0
28464126#1,2545.0
28464667,1909.0
28464671-AddedOnRampEdge,1624.0
28665770#0,1021.0
301865760,2098.0
30583337,1021.0
30959001,649.0
334904727,927.0
363634378,1566.0
363648766#1-AddedOnRampEdge,1415.0
367132265,472.0
394385111,2990.0
394385113,2679.0
394385114#1,1398.0
394449801#0,1934.0
394449801#1,2949.0
395336990,1021.0
395337004,2076.0
395343261,1334.0
395343763,42.0
395354964#0,1881.0
395362577,911.0
395368981#0,2361.0
395368986,2106.0
395394468,2029.0
395394473,3337.0
395394478,2881.0
395439802,1234.0
395439805,1331.0
42397233,778.0
479773092#0,1707.0
479773098,1777.0
479773099,779.0
5018717,1465.0
5018720,800.0
508060359,1319.0
508115737#0,1907.0
508115737#1,2338.0
508115745,2234.0
508115808,2911.0
508137802,2643.0
508479313#0,1283.0
508479317,1348.0
508479326,1516.0
508479336,2009.0
508479355,1817.0
508479365#0,2744.0
508479370#0,2154.0
509747240,925.0
509747302,1744.0
509747310-AddedOnRampEdge,1783.0
509747346,2187.0
509747348,1337.0
509747381,1170.0
509747406-AddedOffRampEdge,2444.0
517168464,541.0
52286756#1,2551.0
52324493,1428.0
544296216-AddedOffRampEdge,2016.0
544296218#0,2279.0
544296218#1-AddedOnRampEdge,2332.0
544296218#2,2785.0
544296221,1266.0
550271868,454.0
550284581,2098.0
550284598,921.0
550284602,964.0
550284604,824.0
552603210,1926.0
60759806,1308.0
617235594,1616.0
617235603,862.0
617235606,867.0
617235612,534.0
617259141,1941.0
617259178,1255.0
617284141,1318.0
617284143,876.0
617284144#0,738.0
617284164,1781.0
617284166,1798.0
617284173,1926.0
617335302,2191.0
619042916,2850.0
619042921,3035.0
619042924,2777.0
687721970,1807.0
687721973,910.0
687721986,1089.0
699542380#1,989.0
711834658,2327.0
727202049,2076.0
838046085,1068.0
848429238,1779.0
848488831,977.0
848489711,448.0
848489712,883.0
848501101#0,503.0
848745539#1,680.0
848748038,584.0
848748039,740.0
848754158,454.0
848767838,607.0
848809833,1759.0
848809834,1935.0
848875024#0,2017.0
848880058,1045.0
848920992#0,1204.0
849677308#0,2050.0
849677308#1,2448.0
849696784,1815.0
849818316,838.0
849821064,438.0
849833093,2017.0
850026981,879.0
850032296,1957.0
850057340#0,1657.0
850097346,935.0
850098170,1229.0
850134421,800.0
850376107,1023.0
850378488,628.0
850395062,2128.0
850615423,1206.0
850616213,2420.0
850746591,824.0
850760258,1021.0
851520671-AddedOffRampEdge,1021.0
851541351,720.0
851544880,744.0
851550873,1570.0
851552197,1731.0
851553864,1970.0
851555734,1971.0
851560451,1325.0
851568240,2042.0
851569274,569.0
854162451,1206.0
854215625,1563.0
860646752-AddedOffRampEdge,1780.0
861059531,1629.0
863751890,3470.0
863754537,3265.0
867203204,1329.0
867204830-AddedOffRampEdge,1183.0
867208766,1698.0
867246178,2174.0
867247243,1566.0
867251845#0,398.0
867256162#0,1176.0
867256162#3,721.0
867256163,1309.0
867259033,1293.0
867262165#0,468.0
867290381,1081.0
8954447,1192.0
95265016#1,808.0
