link_id,interval_nVehContrib,interval_harmonicMeanSpeed
157607513#1,4815.0,53.5
157607517,3676.0,66.5333
172165117,4570.0,63.9833
28414204#0,5415.0,55.85
301865758,4493.0,64.2
301865760,4505.0,65.2958
30959001,2124.0,65.1667
395439802,4556.0,42.4333
395439805,4273.0,63.6125
508479313#0,3782.0,55.4167
508479317,4533.0,60.025
508479336,4356.0,62.6417
508479355,3152.0,67.5167
508479365#0,5775.0,65.9167
508479370#0,4931.0,63.7917
508479370#1,5696.0,64.3417
509721010#0-AddedOnRampEdge,5458.0,64.1
687721970,3500.0,65.5917
687721973,1922.0,70.4833
850376107,1915.0,68.2583
850378488,2119.0,66.9
850395062,4277.0,66.2583
850746591,1419.0,65.4208
851553864,5415.0,64.125
851555734,5636.0,53.7333
851560451,4827.0,52.75
851568240,4046.0,68.6667
867203204,4055.0,71.4333
