link_id,interval_nVehContrib
157607510,2995.0
157607513#1,3915.0
172165117,3413.0
28414204#0,3133.0
28464126#1,3592.0
301865760,3586.0
30959001,1295.0
395439802,2780.0
395439805,3266.0
508479313#0,2218.0
508479317,2822.0
508479336,3506.0
508479355,3060.0
508479365#0,4148.0
508479370#0,3334.0
508479370#1,3588.0
509721010#0-AddedOnRampEdge,4245.0
687721970,2801.0
687721973,1603.0
850376107,1751.0
850378488,1215.0
850395062,3315.0
850746591,1145.0
851553864,4057.0
851555734,3449.0
851560451,2925.0
851568240,3452.0
867203204,2479.0
