link_id,interval_nVehContrib
157607513#1,5408.0
172165117,4177.0
28414204#0,5109.0
301865758,3866.0
301865760,4025.0
30959001,1798.0
395439802,4668.0
395439805,3951.0
508479313#0,3750.0
508479317,4892.0
508479336,4180.0
508479355,4377.0
508479365#0,4039.0
508479370#0,3699.0
508479370#1,3717.0
509721010#0-AddedOnRampEdge,6466.0
687721970,4102.0
687721973,3696.0
850376107,3852.0
850378488,1865.0
850395062,4771.0
850746591,2805.0
851553864,4262.0
851555734,5154.0
851560451,4832.0
851568240,5069.0
867203204,2988.0
