link_id,interval_nVehContrib,interval_harmonicMeanSpeed
119271337,2679.0,64.35
119271346,5325.0,60.9917
119271357,2406.0,63.8333
123555214,773.0,67.025
123555236,2679.0,64.35
123592887#0,1977.0,60.7708
123592887#1-AddedOffRampEdge,3753.0,55.125
123867439#1-AddedOnRampEdge,6297.0,61.4333
123867446#1,4934.0,57.85
123867452,3946.0,61.75
123867453#0,2890.0,68.3
123867454,3976.0,52.9167
124952169,3906.0,63.1389
156778691,1543.0,58.8333
157593042,3846.0,61.3583
157607513#1,5408.0,42.1417
157782133,5653.0,56.8083
157782136#0,4539.0,61.8917
157806285,5364.0,61.4417
158623068#0,2415.0,67.25
172165117,4177.0,60.2917
184867222#0,2607.0,65.2042
184867243,2679.0,64.35
22372547,3324.0,59.15
22372559,3285.0,61.3417
23798287,7385.0,56.2625
23798288#1,5869.0,64.05
23807652#1,4247.0,59.0958
23955194#0,3550.0,64.4167
23955194#2,2967.0,63.4917
24167679#1,4993.0,57.4917
25029732#2,4017.0,57.8583
25657136,3325.0,63.9667
26230999#1,3545.0,55.1667
27829301#1,5246.0,63.4167
27829315#1-AddedOnRampEdge,5677.0,63.0833
28317586#1,2973.0,57.0083
28317945,4208.0,54.8083
28319423#0,2631.0,64.5917
28319423#1-AddedOffRampEdge,3720.0,64.1167
28319423#2,2398.0,67.1
28357386,4818.0,64.4583
28357482,1608.0,67.9083
28357727#0,3752.0,62.175
28358874#1,8252.0,59.7917
28358875#1,5036.0,59.9417
28359059#1,6670.0,61.9375
28378884#0,5942.0,59.0083
28378888#1-AddedOnRampEdge,5474.0,60.0917
28396115#1,3752.0,65.2083
28414204#0,5109.0,43.0917
28433582,5036.0,47.9333
28433597,2571.0,62.25
28433666#1,4194.0,34.5917
28433994#1,2871.0,61.8625
28434077,2956.0,58.1417
28435047,3845.0,60.3417
28435048,2810.0,64.1167
28435573,4139.0,59.5167
28437104,2235.0,57.1042
28437207,2263.0,64.5583
28665770#0,2678.0,64.2583
301865758,3866.0,56.675
301865760,4025.0,59.7583
30583337,2674.0,64.1667
30959001,1798.0,64.7875
326409095#1,3084.0,56.4667
363634378,5235.0,58.2833
367132265,2170.0,63.9833
394385111,4743.0,56.4167
394385113,5028.0,56.875
394385114#1,3284.0,61.45
394449801#0,4057.0,59.2375
394449801#1,5169.0,49.3833
395336990,2678.0,64.2583
395337004,4624.0,59.4417
395343763,1649.0,66.4583
395354964#0,5717.0,58.475
395362577,2683.0,56.275
395368981#0,4920.0,64.3917
395368986,4537.0,71.25
395394468,4265.0,60.0139
395394473,5928.0,49.6667
395439802,4668.0,57.325
395439805,3951.0,63.7083
42397233,2900.0,61.3917
479773092#0,5070.0,58.95
479773095,4635.0,59.725
479773098,4599.0,57.7833
479773099,3010.0,60.7083
5018717,3096.0,51.9917
5018720,2723.0,53.6917
508060359,3212.0,58.6917
508060361,2504.0,58.7167
508060362,2679.0,64.35
508115737#0,5384.0,62.175
508115737#1,5461.0,62.9417
508115745,4835.0,58.275
508115808,6167.0,61.0583
508137802,4624.0,58.6583
508479313#0,3750.0,50.075
508479317,4892.0,55.225
508479336,4180.0,57.9917
508479355,4377.0,55.675
508479365#0,4039.0,61.0333
508479370#0,3699.0,60.2
508479370#1,3717.0,61.6583
509747240,5588.0,56.6833
509747302,5482.0,54.75
509747310-AddedOnRampEdge,5521.0,56.6333
509747346,4922.0,58.4917
509747348,4280.0,64.05
509747381,4394.0,60.6583
509747406-AddedOffRampEdge,7452.0,57.825
517168464,2268.0,67.0583
52286756#1,6061.0,55.8583
52324493,3674.0,60.4458
544296216-AddedOffRampEdge,4666.0,63.7917
544296218#0,4296.0,55.425
544296218#1-AddedOnRampEdge,4752.0,46.3917
544296218#2,5996.0,45.3833
544296221,4940.0,58.4083
550271868,1433.0,65.2625
550284581,5173.0,60.9417
550284584-AddedOffRampEdge,5321.0,63.7583
550284598,3215.0,59.7667
550284602,3241.0,59.5917
550284604,2810.0,60.5583
552389451,4448.0,62.0
552603210,3945.0,63.1083
56159747,3865.0,62.1208
60759806,3730.0,60.6125
617235585#0,6632.0,54.0958
617235594,4917.0,65.375
617235603,2640.0,62.625
617235606,2994.0,63.7083
617235612,3360.0,64.6458
617259141,4259.0,63.4
617259178,4687.0,64.4667
617284141,5374.0,58.5333
617284143,2963.0,65.525
617284144#0,2342.0,67.2417
617284145#0-AddedOnRampEdge,2958.0,63.8583
617284164,5377.0,65.8167
617284166,5165.0,60.9375
617284173,4988.0,63.4167
617335302,5422.0,54.275
619042916,5025.0,62.5833
619042921,6696.0,58.3333
619042924,4682.0,53.65
687721970,4102.0,60.1
687721973,3696.0,65.0583
687721986,3757.0,63.0333
699542380#1,2551.0,63.9333
711834658,5228.0,58.6278
727202049,4622.0,59.3417
838046085,3706.0,62.6667
848429238,3954.0,69.0208
848488831,4282.0,63.1917
848489711,2092.0,66.0167
848489712,2710.0,62.4167
848501101#0,2544.0,68.0
848743564,4798.0,56.4722
848745539#1,3248.0,59.8917
848748038,2852.0,60.3167
848748039,3721.0,59.9208
848754158,2211.0,63.0833
848767838,2950.0,63.7333
848809833,4422.0,65.0917
848809834,5105.0,62.775
848818561,5056.0,60.1542
848875024#0,4670.0,63.6083
848880058,2928.0,63.75
848920992#0,3401.0,62.0208
849677308#0,4437.0,56.8667
849677308#1,4678.0,58.1667
849696784,4035.0,62.6333
849806971#0,3140.0,56.8833
