link_id,interval_nVehContrib
157607513#1,3705.0
157607517,4114.0
172165117,4687.0
28414204#0,4747.0
301865758,4452.0
301865760,4617.0
30959001,3119.0
395439802,4114.0
395439805,4712.0
508479313#0,3311.0
508479317,4177.0
508479336,4333.0
508479355,2788.0
508479365#0,5809.0
508479370#0,5228.0
508479370#1,6748.0
509721010#0-AddedOnRampEdge,5392.0
687721970,3395.0
687721973,1961.0
850376107,1988.0
850378488,3715.0
850395062,3300.0
850746591,1342.0
851553864,5331.0
851555734,4824.0
851560451,4540.0
851568240,3081.0
867203204,4586.0
