link_id,interval_nVehContrib,interval_harmonicMeanSpeed
157607513#1,5408.0,42.1417
172165117,4177.0,60.2917
28414204#0,5109.0,43.0917
301865758,3866.0,56.675
301865760,4025.0,59.7583
30959001,1798.0,64.7875
395439802,4668.0,57.325
395439805,3951.0,63.7083
508479313#0,3750.0,50.075
508479317,4892.0,55.225
508479336,4180.0,57.9917
508479355,4377.0,55.675
508479365#0,4039.0,61.0333
508479370#0,3699.0,60.2
508479370#1,3717.0,61.6583
509721010#0-AddedOnRampEdge,6466.0,52.1333
687721970,4102.0,60.1
687721973,3696.0,65.0583
850376107,3852.0,63.5042
850378488,1865.0,67.15
850395062,4771.0,59.4333
850746591,2805.0,64.1833
851553864,4262.0,57.8333
851555734,5154.0,52.575
851560451,4832.0,56.3583
851568240,5069.0,59.475
867203204,2988.0,69.2417
