link_id,interval_nVehContrib,interval_harmonicMeanSpeed
157607513#1,6015.0,56.0
172165117,2709.0,64.4083
28414204#0,3562.0,60.7917
28464126#1,4189.0,61.275
301865760,2607.0,60.0958
30959001,960.0,64.1667
395439802,2912.0,66.6
395439805,1836.0,64.7042
508479313#0,2600.0,60.2083
508479317,3155.0,68.925
508479336,3013.0,62.7667
508479355,3779.0,63.2583
508479365#0,3156.0,71.0667
508479370#0,2576.0,65.8333
509721010#0-AddedOnRampEdge,6045.0,57.4667
687721970,3989.0,61.0083
687721973,3332.0,67.0
850376107,2715.0,65.3792
850378488,712.0,67.1667
850395062,5471.0,60.6667
850746591,2671.0,64.9042
851553864,3291.0,63.775
851555734,4131.0,57.2
851560451,3036.0,64.9667
851568240,5253.0,65.8333
867203204,1728.0,69.6833
