link_id,interval_nVehContrib
119271213,3216.0
119271337,3214.0
119271346,4350.0
119271357,3096.0
123555214,1393.0
123555236,3214.0
123592887#0,3458.0
123592924#1,2892.0
123867439#1-AddedOnRampEdge,7079.0
123867446#1,4993.0
123867452,3629.0
123867454,3160.0
124952169,5422.0
156778691,1450.0
157593042,4982.0
157607513#1,3705.0
157607517,4114.0
157782133,5702.0
157782136#0,4789.0
157782136#1-AddedOnRampEdge,4841.0
157806285,7470.0
158623068#0,3781.0
172165117,4687.0
184867222#0,3253.0
184867243,3214.0
22372547,4317.0
22372559,2439.0
23798287,6495.0
23798288#1,5375.0
23807652#1,4151.0
23955194#0,4677.0
24167679#1,5160.0
25029732#2,3819.0
25657136,2244.0
26230999#1,4572.0
27829301#1,7062.0
27829315#1-AddedOnRampEdge,5846.0
28317945,3394.0
28319423#0,4149.0
28319423#1-AddedOffRampEdge,4286.0
28319423#2,4181.0
28357386,2688.0
28357482,3575.0
28357727#0,5144.0
28358874#1,7056.0
28358875#1,6633.0
28359025-AddedOnRampEdge,7654.0
28359059#1,5244.0
28378884#0,5773.0
28378888#1-AddedOnRampEdge,5686.0
28396115#1,5923.0
28414204#0,4747.0
28433582,4447.0
28433597,4296.0
28433666#1,3655.0
28433994#1,3754.0
28434077,3152.0
28435047,4666.0
28435048,3496.0
28435573,5161.0
28437104,2232.0
28665770#0,3216.0
301865758,4452.0
30583337,3214.0
30959001,3119.0
30959012,3021.0
334904727,3467.0
363634378,4583.0
366053237,4595.0
367132265,2869.0
394385111,6288.0
394385113,4879.0
394385114#1,2742.0
394449801#0,4423.0
394449801#1,5203.0
395336990,3216.0
395337004,3830.0
395343763,3085.0
395354964#0,4546.0
395362577,2735.0
395368981#0,7285.0
395368986,5881.0
395394468,5033.0
395394473,6001.0
395439802,4114.0
395439805,4712.0
42397233,2958.0
479773092#0,3982.0
479773095,5535.0
479773098,4621.0
479773099,3459.0
5018717,3143.0
5018720,2756.0
508060359,3586.0
508060361,2640.0
508060362,3214.0
508115737#0,4771.0
508115737#1,4872.0
508115745,4796.0
508115808,8671.0
508137802,7176.0
508479313#0,3311.0
508479317,4177.0
508479336,4333.0
508479355,2788.0
508479365#0,5809.0
508479370#0,5228.0
508479370#1,6748.0
509747240,4121.0
509747302,3926.0
509747346,4375.0
509747348,4997.0
509747381,4466.0
509747406-AddedOffRampEdge,6715.0
517168464,3478.0
52286756#1,5939.0
52324493,4844.0
544296216-AddedOffRampEdge,5732.0
544296218#0,3197.0
544296218#1-AddedOnRampEdge,3368.0
544296218#2,4270.0
544296221,4100.0
550271868,4036.0
550284581,5501.0
550284584-AddedOffRampEdge,5972.0
550284598,2772.0
550284602,2743.0
550284604,3686.0
552389451,5256.0
552603210,4671.0
56159747,3174.0
60759806,3501.0
617235585#0,6333.0
617235594,6041.0
617235603,2800.0
617235606,2088.0
617235612,5496.0
617259141,4208.0
617259178,5139.0
617284141,3970.0
617284143,1617.0
617284144#0,3290.0
617284145#0-AddedOnRampEdge,3286.0
617284164,4199.0
617284166,5682.0
617284173,4713.0
617335302,4840.0
619042916,6352.0
619042919,4272.0
619042921,6060.0
687721970,3395.0
687721973,1961.0
687721986,4923.0
699542380#1,3140.0
711834658,5287.0
727202049,3827.0
838046085,6221.0
848429238,306.0
848488831,2916.0
848489711,3760.0
848489712,3798.0
848501101#0,4032.0
848743564,3738.0
848745539#1,2431.0
848748038,3952.0
848748039,4425.0
848754158,2821.0
848767838,2031.0
848809833,3814.0
848818561,4054.0
848875024#0,5728.0
848880058,3210.0
848920992#0,3649.0
849677308#0,5158.0
849818316,2154.0
849821064,2683.0
849833093,5728.0
850026981,2470.0
850032296,4728.0
850057340#0,3713.0
850097346,5124.0
850098170,3641.0
850134421,4567.0
850376107,1988.0
850378488,3715.0
850395062,3300.0
850615423,5668.0
850746591,1342.0
850760258,3216.0
851520671-AddedOffRampEdge,1528.0
851544880,4402.0
851550873,5060.0
851553864,5331.0
851555734,4824.0
851556422,5452.0
851560451,4540.0
851568240,3081.0
854162451,4060.0
854215625,4505.0
860646752-AddedOffRampEdge,3914.0
861059531,5124.0
863751890,8020.0
863754537,5702.0
867203204,4586.0
867204830-AddedOffRampEdge,5696.0
867208766,3777.0
867246178,4761.0
867247243,5156.0
867251845#0,4838.0
867256162#0,3444.0
867256162#3,2512.0
867256163,3888.0
867259033,3159.0
867262165#0,3647.0
8954447,4807.0
