link_id,interval_nVehContrib,interval_harmonicMeanSpeed
119271213,3216.0,64.15
119271337,3214.0,64.25
119271346,4350.0,60.9667
119271357,3096.0,60.925
123555214,1393.0,67.6417
123555236,3214.0,64.25
123592887#0,3458.0,57.8042
123592924#1,2892.0,62.0083
123867439#1-AddedOnRampEdge,7079.0,65.225
123867446#1,4993.0,62.0417
123867452,3629.0,66.5667
123867454,3160.0,63.1333
124952169,5422.0,57.7
156778691,1450.0,65.3167
157593042,4982.0,63.775
157607513#1,3705.0,66.9
157607517,4114.0,35.6167
157782133,5702.0,60.0583
157782136#0,4789.0,66.25
157782136#1-AddedOnRampEdge,4841.0,67.3833
157806285,7470.0,59.5583
158623068#0,3781.0,68.2833
172165117,4687.0,60.3583
184867222#0,3253.0,64.7417
184867243,3214.0,64.25
22372547,4317.0,58.85
22372559,2439.0,62.2083
23798287,6495.0,64.0958
23798288#1,5375.0,65.0167
23807652#1,4151.0,65.4667
23955194#0,4677.0,41.2417
24167679#1,5160.0,59.225
25029732#2,3819.0,60.6833
25657136,2244.0,66.675
26230999#1,4572.0,51.475
27829301#1,7062.0,30.0125
27829315#1-AddedOnRampEdge,5846.0,66.375
28317945,3394.0,66.9833
28319423#0,4149.0,23.275
28319423#1-AddedOffRampEdge,4286.0,46.3833
28319423#2,4181.0,51.5167
28357386,2688.0,70.1333
28357482,3575.0,57.1667
28357727#0,5144.0,38.8625
28358874#1,7056.0,63.0833
28358875#1,6633.0,40.9333
28359025-AddedOnRampEdge,7654.0,45.1583
28359059#1,5244.0,68.4
28378884#0,5773.0,63.9417
28378888#1-AddedOnRampEdge,5686.0,60.0083
28396115#1,5923.0,63.625
28414204#0,4747.0,59.5667
28433582,4447.0,61.5792
28433597,4296.0,53.825
28433666#1,3655.0,62.125
28433994#1,3754.0,60.725
28434077,3152.0,60.7083
28435047,4666.0,57.9792
28435048,3496.0,59.0917
28435573,5161.0,57.4167
28437104,2232.0,63.0042
28665770#0,3216.0,64.15
301865758,4452.0,60.8333
30583337,3214.0,64.0667
30959001,3119.0,61.5167
30959012,3021.0,67.4667
334904727,3467.0,64.2667
363634378,4583.0,61.025
366053237,4595.0,61.5667
367132265,2869.0,65.3417
394385111,6288.0,63.75
394385113,4879.0,63.6167
394385114#1,2742.0,70.4417
394449801#0,4423.0,67.8583
394449801#1,5203.0,69.3292
395336990,3216.0,64.15
395337004,3830.0,66.4667
395343763,3085.0,58.65
395354964#0,4546.0,66.5917
395362577,2735.0,60.9417
395368981#0,7285.0,64.5667
395368986,5881.0,71.3417
395394468,5033.0,63.6333
395394473,6001.0,65.7333
395439802,4114.0,44.9833
395439805,4712.0,62.7542
42397233,2958.0,59.15
479773092#0,3982.0,68.45
479773095,5535.0,57.3333
479773098,4621.0,41.425
479773099,3459.0,52.5667
5018717,3143.0,48.15
5018720,2756.0,51.9583
508060359,3586.0,60.9583
508060361,2640.0,57.9
508060362,3214.0,64.25
508115737#0,4771.0,67.0167
508115737#1,4872.0,65.1333
508115745,4796.0,63.7778
508115808,8671.0,44.9833
508137802,7176.0,52.4667
508479313#0,3311.0,54.8
508479317,4177.0,58.825
508479336,4333.0,60.5917
508479355,2788.0,68.8917
508479365#0,5809.0,17.6083
508479370#0,5228.0,33.2333
508479370#1,6748.0,59.525
509747240,4121.0,68.4208
509747302,3926.0,68.075
509747346,4375.0,64.0333
509747348,4997.0,62.4833
509747381,4466.0,61.0417
509747406-AddedOffRampEdge,6715.0,61.8333
517168464,3478.0,59.25
52286756#1,5939.0,63.325
52324493,4844.0,54.5833
544296216-AddedOffRampEdge,5732.0,35.6917
544296218#0,3197.0,67.1833
544296218#1-AddedOnRampEdge,3368.0,68.4917
544296218#2,4270.0,67.2333
544296221,4100.0,57.55
550271868,4036.0,38.8208
550284581,5501.0,65.7583
550284584-AddedOffRampEdge,5972.0,67.9583
550284598,2772.0,66.0917
550284602,2743.0,63.7292
550284604,3686.0,30.1667
552389451,5256.0,62.7417
552603210,4671.0,65.0833
56159747,3174.0,63.3292
60759806,3501.0,64.4208
617235585#0,6333.0,62.8583
617235594,6041.0,62.7
617235603,2800.0,64.6667
617235606,2088.0,66.6208
617235612,5496.0,56.5417
617259141,4208.0,67.575
617259178,5139.0,61.625
617284141,3970.0,66.0
617284143,1617.0,68.15
617284144#0,3290.0,64.175
617284145#0-AddedOnRampEdge,3286.0,63.425
617284164,4199.0,68.6667
617284166,5682.0,53.9417
617284173,4713.0,67.35
617335302,4840.0,63.0083
619042916,6352.0,62.0083
619042919,4272.0,62.1917
619042921,6060.0,64.2292
687721970,3395.0,65.3583
687721973,1961.0,69.8167
687721986,4923.0,58.8667
699542380#1,3140.0,64.5
711834658,5287.0,63.4833
727202049,3827.0,66.3667
838046085,6221.0,45.7167
848429238,306.0,60.95
848488831,2916.0,67.1083
848489711,3760.0,59.0042
848489712,3798.0,58.5417
848501101#0,4032.0,67.6083
