link_id,interval_nVehContrib
119271213,2051.0
119271337,2051.0
119271346,3541.0
119271357,1312.0
123555214,447.0
123592887#0,3214.0
123592887#1-AddedOffRampEdge,3988.0
123867439#1-AddedOnRampEdge,5018.0
123867446#1,4211.0
123867452,3650.0
123867453#0,908.0
123867454,3951.0
124952169,1635.0
156778691,2410.0
157593042,2543.0
157607513#1,5190.0
157782133,4821.0
157782136#0,3871.0
157806285,3762.0
158623068#0,794.0
172165117,2983.0
184867222#0,1567.0
184867243,2051.0
22372547,1233.0
22372559,2443.0
23798287,6140.0
23798288#1,5510.0
23807652#1,4657.0
23955194#0,2655.0
23955194#2,2097.0
24167679#1,5788.0
25657136,2364.0
26230999#1,1684.0
27829301#1,2591.0
28317586#1,2090.0
28317945,4367.0
28319413#2,966.0
28319423#0,986.0
28319423#1-AddedOffRampEdge,1721.0
28319423#2,929.0
28357482,803.0
28357727#0,1709.0
28358874#1,7198.0
28358875#1,2634.0
28359059#1,6134.0
28378888#1-AddedOnRampEdge,3968.0
28396115#1,2488.0
28414204#0,3552.0
28433582,5070.0
28433597,1488.0
28433666#1,4549.0
28433994#1,1858.0
28434077,3374.0
28435047,1381.0
28435048,1387.0
28435573,2561.0
28437104,3586.0
28437207,2030.0
28464126#1,4329.0
28464671-AddedOnRampEdge,2355.0
28665770#0,2051.0
301865758,3371.0
301865760,3446.0
30583337,2052.0
30959001,1015.0
363634378,3843.0
363648766#1-AddedOnRampEdge,2621.0
367132265,870.0
394385111,3859.0
394385113,6155.0
394385114#1,3977.0
394449801#0,4902.0
394449801#1,5959.0
395336990,2051.0
395337004,5108.0
395343763,37.0
395354964#0,5933.0
395362577,3161.0
395368981#0,3460.0
395368986,3190.0
395394468,3054.0
395394473,6257.0
395439802,3213.0
395439805,2569.0
42397233,2562.0
479773092#0,5141.0
479773095,2735.0
479773098,2349.0
479773099,1014.0
5018717,2847.0
5018720,2420.0
508060359,1854.0
508060361,2185.0
508115737#0,4889.0
508115745,5104.0
508115808,3856.0
508137802,3577.0
508479313#0,2995.0
508479317,3532.0
508479326,3468.0
508479336,3267.0
508479355,3501.0
508479365#0,3347.0
508479370#0,2763.0
509747240,5588.0
509747302,5150.0
509747310-AddedOnRampEdge,5208.0
509747346,5046.0
509747348,2546.0
509747381,2590.0
509747406-AddedOffRampEdge,6881.0
517168464,841.0
52286756#1,6140.0
52324493,2394.0
544296216-AddedOffRampEdge,3238.0
544296218#0,4418.0
544296218#1-AddedOnRampEdge,4706.0
544296218#2,5782.0
544296221,3393.0
550271868,794.0
550284581,4355.0
550284584-AddedOffRampEdge,4414.0
550284598,3161.0
550284602,3188.0
550284604,1563.0
550284605,3431.0
552389451,3139.0
552603210,3440.0
56159747,2814.0
60759806,2968.0
617235585#0,6510.0
617235594,2299.0
617235603,3190.0
617235606,2646.0
617235612,966.0
617259141,3695.0
617259170,2719.0
617259178,2790.0
617284141,4453.0
617284143,3328.0
617284144#0,1089.0
617284164,4293.0
617284166,3518.0
617284173,4419.0
617335302,5089.0
619042916,3907.0
619042921,6537.0
619042924,4544.0
687721970,3988.0
687721973,3751.0
687721986,2112.0
699542380#1,1734.0
711834658,3941.0
727202049,5106.0
838046085,1806.0
848429238,2862.0
848488831,3754.0
848489711,746.0
848489712,1189.0
848501101#0,841.0
848743564,3077.0
848745539#1,2437.0
848748038,1167.0
848748039,1398.0
848754158,797.0
848767838,2052.0
848818561,4266.0
848875024#0,3242.0
848880058,4045.0
848920992#0,4314.0
849677308#0,3244.0
849677308#1,3505.0
849806971#0,3368.0
849818316,2565.0
849821064,685.0
849833093,3242.0
850026981,2622.0
850032296,5656.0
850057340#0,3627.0
850097346,1468.0
850098170,4090.0
850134421,1231.0
850376107,3973.0
850378488,970.0
850395062,5141.0
850615423,2236.0
850746591,2914.0
850760258,2051.0
851520671-AddedOffRampEdge,1325.0
851541351,1102.0
851544880,1180.0
851550873,2841.0
851552197,2717.0
851553864,3633.0
851555734,4275.0
851560451,3418.0
851568240,4698.0
851569274,1008.0
854162451,1582.0
854215625,4727.0
860646752-AddedOffRampEdge,3754.0
861059531,2762.0
863751890,6043.0
863754537,5170.0
867203204,1891.0
867204830-AddedOffRampEdge,2278.0
867208766,4641.0
867246178,5580.0
867247243,2945.0
867251845#0,867.0
867256162#0,4371.0
867256162#3,2362.0
867256163,4686.0
867259033,3668.0
867262165#0,765.0
8954447,2271.0
95265016#1,1134.0
