link_id,interval_nVehContrib
157607513#1,5794.0
172165117,4470.0
28414204#0,5019.0
301865758,3794.0
301865760,4235.0
30959001,2154.0
395439802,4636.0
395439805,4460.0
508479313#0,3984.0
508479317,4956.0
508479336,3921.0
508479355,4715.0
508479365#0,4036.0
508479370#0,3483.0
508479370#1,3616.0
509721010#0-AddedOnRampEdge,6344.0
687721970,4087.0
687721973,4381.0
850376107,4879.0
850378488,2065.0
850395062,4830.0
850746591,3666.0
851553864,4493.0
851555734,5245.0
851560451,4849.0
851568240,5670.0
867203204,2919.0
