link_id,interval_nVehContrib
157607513#1,5190.0
172165117,2983.0
28414204#0,3552.0
28464126#1,4329.0
301865758,3371.0
301865760,3446.0
30959001,1015.0
395439802,3213.0
395439805,2569.0
508479313#0,2995.0
508479317,3532.0
508479336,3267.0
508479355,3501.0
508479365#0,3347.0
508479370#0,2763.0
509721010#0-AddedOnRampEdge,6270.0
687721970,3988.0
687721973,3751.0
850376107,3973.0
850378488,970.0
850395062,5141.0
850746591,2914.0
851553864,3633.0
851555734,4275.0
851560451,3418.0
851568240,4698.0
867203204,1891.0
