link_id,interval_nVehContrib,interval_harmonicMeanSpeed
119271213,2051.0,66.3083
119271337,2051.0,66.4167
119271346,3541.0,67.5
119271357,1312.0,67.125
123555214,447.0,67.0583
123592887#0,3214.0,61.2208
123592887#1-AddedOffRampEdge,3988.0,55.825
123867439#1-AddedOnRampEdge,5018.0,62.9333
123867446#1,4211.0,61.9167
123867452,3650.0,62.8083
123867453#0,908.0,67.8917
123867454,3951.0,61.0667
124952169,1635.0,65.9889
156778691,2410.0,61.6083
157593042,2543.0,64.425
157607513#1,5190.0,52.975
157782133,4821.0,58.6833
157782136#0,3871.0,65.725
157806285,3762.0,66.425
158623068#0,794.0,68.1167
172165117,2983.0,63.1333
184867222#0,1567.0,66.125
184867243,2051.0,66.4167
22372547,1233.0,66.2
22372559,2443.0,64.9167
23798287,6140.0,61.8042
23798288#1,5510.0,64.4417
23807652#1,4657.0,61.0167
23955194#0,2655.0,66.4833
23955194#2,2097.0,65.1833
24167679#1,5788.0,58.375
25657136,2364.0,67.55
26230999#1,1684.0,58.7417
27829301#1,2591.0,67.1083
28317586#1,2090.0,64.8667
28317945,4367.0,60.4667
28319413#2,966.0,66.25
28319423#0,986.0,66.3833
28319423#1-AddedOffRampEdge,1721.0,63.875
28319423#2,929.0,67.1833
28357482,803.0,66.8917
28357727#0,1709.0,63.7083
28358874#1,7198.0,61.1667
28358875#1,2634.0,61.325
28359059#1,6134.0,64.2958
28378888#1-AddedOnRampEdge,3968.0,63.2167
28396115#1,2488.0,64.1083
28414204#0,3552.0,59.725
28433582,5070.0,65.1
28433597,1488.0,64.7
28433666#1,4549.0,52.8
28433994#1,1858.0,63.5875
28434077,3374.0,62.3583
28435047,1381.0,66.9875
28435048,1387.0,63.8583
28435573,2561.0,64.4583
28437104,3586.0,61.5042
28437207,2030.0,64.8083
28464126#1,4329.0,60.3333
28464671-AddedOnRampEdge,2355.0,60.725
28665770#0,2051.0,66.3083
301865758,3371.0,57.4083
301865760,3446.0,60.6375
30583337,2052.0,66.2417
30959001,1015.0,64.5417
363634378,3843.0,64.9
363648766#1-AddedOnRampEdge,2621.0,61.4833
367132265,870.0,68.1958
394385111,3859.0,61.7
394385113,6155.0,57.9583
394385114#1,3977.0,62.2667
394449801#0,4902.0,57.8708
394449801#1,5959.0,53.5375
395336990,2051.0,66.3083
395337004,5108.0,61.3417
395343763,37.0,68.025
395354964#0,5933.0,61.6917
395362577,3161.0,63.0667
395368981#0,3460.0,68.525
395368986,3190.0,71.6167
395394468,3054.0,60.75
395394473,6257.0,54.1417
395439802,3213.0,63.8333
395439805,2569.0,63.7417
42397233,2562.0,64.7083
479773092#0,5141.0,60.625
479773095,2735.0,65.575
479773098,2349.0,62.9583
479773099,1014.0,68.2167
5018717,2847.0,43.5333
5018720,2420.0,44.6083
508060359,1854.0,66.2083
508060361,2185.0,61.5167
508115737#0,4889.0,65.1833
508115745,5104.0,62.5333
508115808,3856.0,62.35
508137802,3577.0,58.625
508479313#0,2995.0,59.175
508479317,3532.0,67.3917
508479326,3468.0,63.7
508479336,3267.0,61.1583
508479355,3501.0,63.4333
508479365#0,3347.0,68.7917
508479370#0,2763.0,64.775
509747240,5588.0,58.5958
509747302,5150.0,58.9
509747310-AddedOnRampEdge,5208.0,61.5167
509747346,5046.0,56.7417
509747348,2546.0,66.6
509747381,2590.0,66.7083
509747406-AddedOffRampEdge,6881.0,59.975
517168464,841.0,67.125
52286756#1,6140.0,63.0917
52324493,2394.0,62.35
544296216-AddedOffRampEdge,3238.0,67.0083
544296218#0,4418.0,51.9
544296218#1-AddedOnRampEdge,4706.0,41.9333
544296218#2,5782.0,40.7583
544296221,3393.0,64.4417
550271868,794.0,67.1083
550284581,4355.0,63.1667
550284584-AddedOffRampEdge,4414.0,66.4083
550284598,3161.0,59.8167
550284602,3188.0,58.0292
550284604,1563.0,66.2583
550284605,3431.0,59.2167
552389451,3139.0,63.3167
552603210,3440.0,64.025
56159747,2814.0,66.6125
60759806,2968.0,63.5417
617235585#0,6510.0,60.825
617235594,2299.0,66.2667
617235603,3190.0,67.15
617235606,2646.0,65.5333
617235612,966.0,65.7917
617259141,3695.0,65.0583
617259170,2719.0,57.2917
617259178,2790.0,66.5417
617284141,4453.0,63.85
617284143,3328.0,66.0667
617284144#0,1089.0,67.4333
617284164,4293.0,65.2667
617284166,3518.0,63.0792
617284173,4419.0,63.7417
617335302,5089.0,53.7333
619042916,3907.0,64.7417
619042921,6537.0,62.7417
619042924,4544.0,47.325
687721970,3988.0,60.9583
687721973,3751.0,65.9917
687721986,2112.0,67.0917
699542380#1,1734.0,65.0458
711834658,3941.0,55.8778
727202049,5106.0,61.2583
838046085,1806.0,68.675
848429238,2862.0,65.7583
848488831,3754.0,66.0583
848489711,746.0,66.9042
848489712,1189.0,63.3833
848501101#0,841.0,68.1167
848743564,3077.0,61.1806
