link_id,interval_nVehContrib
157607513#1,3857.0
157607517,3393.0
172165117,3929.0
28414204#0,4391.0
301865758,4036.0
301865760,4177.0
30959001,2637.0
395439802,2969.0
395439805,4168.0
508479313#0,2957.0
508479317,3662.0
508479336,3530.0
508479355,2733.0
508479365#0,5410.0
508479370#0,5330.0
508479370#1,6815.0
509721010#0-AddedOnRampEdge,5295.0
687721970,3301.0
687721973,2227.0
850376107,2383.0
850378488,3796.0
850395062,3180.0
850746591,1506.0
851553864,5048.0
851555734,4751.0
851560451,3639.0
851568240,3107.0
867203204,4094.0
