link_id,interval_nVehContrib
119271213,2841.0
119271337,2837.0
119271346,5257.0
119271357,2433.0
123555214,863.0
123555236,2837.0
123592887#0,2932.0
123592887#1-AddedOffRampEdge,3874.0
123867439#1-AddedOnRampEdge,6457.0
123867446#1,4959.0
123867452,4190.0
123867453#0,2920.0
123867454,4221.0
124952169,4209.0
156778691,1799.0
157593042,3992.0
157607510,4765.0
157607513#1,5633.0
157607517,2767.0
157782136#0,4317.0
157806285,5329.0
158623068#0,2839.0
158623068#1,2839.0
172165117,4271.0
184867222#0,2841.0
184867243,2837.0
22372547,3482.0
22372559,3274.0
23798287,7418.0
23798288#1,6407.0
23807652#1,4791.0
23955194#0,3750.0
23955194#1,4889.0
23955194#2,3508.0
24167679#1,2839.0
25029732#2,4790.0
25657136,3582.0
27829301#1,5080.0
28317586#1,2841.0
28317945,4092.0
28319423#0,2868.0
28319423#2,2558.0
28357482,1702.0
28357727#0,3207.0
28358875#1,4889.0
28359059#1,6901.0
28378884#0,6268.0
28396115#1,4293.0
28414195,4889.0
28414204#0,5020.0
28433582,5137.0
28433597,2483.0
28433666#1,4198.0
28433994#1,2841.0
28434077,4790.0
28435047,3029.0
28435048,2841.0
28435573,5344.0
28437104,2558.0
28437190#1,2839.0
28437207,2839.0
28464126#1,6238.0
28464668#1,4543.0
28464671-AddedOnRampEdge,4889.0
28665770#0,2841.0
301865760,4467.0
30583337,2839.0
30959001,2269.0
326409095#1,3130.0
334904727,4211.0
363634378,5297.0
367132265,2305.0
394385113,4788.0
394385114#1,3097.0
394449801#0,4424.0
394449801#1,5185.0
395336990,2841.0
395337004,4790.0
395343261,4790.0
395343763,1640.0
395354964#0,5806.0
395362577,3018.0
395368981#0,5305.0
395368986,4837.0
395394468,3468.0
395394473,6237.0
395439802,4301.0
395439805,4204.0
42397233,2907.0
479773092#0,5117.0
479773095,4749.0
479773099,2928.0
5018717,2837.0
5018720,2717.0
508060359,3066.0
508060361,2837.0
508060362,2837.0
508115737#0,5747.0
508115737#1,6238.0
508115745,5024.0
508115808,4888.0
508137802,4887.0
508479313#0,4790.0
508479317,4706.0
508479326,4855.0
508479336,4791.0
508479355,4787.0
508479365#0,4033.0
508479370#0,2771.0
508479370#1,3788.0
509747240,5440.0
509747302,5429.0
509747310-AddedOnRampEdge,5479.0
509747346,6238.0
509747348,2839.0
509747381,4419.0
509747406-AddedOffRampEdge,7493.0
517168464,2346.0
52286756#1,6240.0
52324493,2839.0
544296216-AddedOffRampEdge,4887.0
544296218#0,4752.0
544296218#1-AddedOnRampEdge,4759.0
544296218#2,6333.0
544296221,4931.0
550271868,2177.0
550284581,4881.0
550284584-AddedOffRampEdge,5074.0
550284598,3320.0
550284602,3271.0
550284604,2830.0
552389451,4366.0
552603210,3975.0
56159747,3864.0
60759806,3855.0
617235594,4887.0
617235603,2712.0
617235606,2631.0
617235612,3054.0
617259141,4211.0
617259178,4705.0
617284141,5592.0
617284143,2990.0
617284144#0,2363.0
617284145#0-AddedOnRampEdge,3318.0
617284164,5031.0
617284166,5399.0
617284173,5336.0
617335302,5220.0
619042919,4791.0
619042924,6237.0
687721970,4791.0
687721973,3702.0
687721986,3780.0
699542380#1,2840.0
711834658,3389.0
727202049,4791.0
838046085,4081.0
848429238,3103.0
848467540#0,3822.0
848467541,4790.0
848488831,4329.0
848489711,2133.0
848489712,2841.0
848501101#0,2617.0
848743564,4836.0
848745539#1,3294.0
848748038,3030.0
848748039,3909.0
848754158,2206.0
848767838,2842.0
848809833,4741.0
848875024#0,4889.0
848880058,3065.0
848920992#0,3689.0
849677308#0,4720.0
849696784,3897.0
849806971#0,2839.0
849818316,2246.0
849821064,1549.0
850026981,2839.0
850032296,5455.0
850057340#0,5384.0
850097346,2839.0
850098170,5361.0
850134421,2398.0
850376107,4071.0
850378488,1957.0
850395062,4651.0
850615423,4381.0
850746591,2841.0
850760258,2841.0
851520670,2370.0
851520671-AddedOffRampEdge,2839.0
851541351,2399.0
851544880,2576.0
851550873,3895.0
851552197,4139.0
851553864,4346.0
851555734,4927.0
851556422,2839.0
851560451,4766.0
851568240,5292.0
851569274,2509.0
854162451,4889.0
854215625,5622.0
860646752-AddedOffRampEdge,4814.0
861059531,4304.0
863754537,6241.0
867203204,3061.0
867204830-AddedOffRampEdge,4237.0
867208766,5167.0
867246178,5858.0
867247243,3686.0
867251845#0,2949.0
867256162#0,4653.0
867256162#3,2728.0
867256163,5140.0
867259033,3053.0
867262165#0,2191.0
867290381,3965.0
8954447,3936.0
95265016#1,2841.0
