link_id,interval_nVehContrib,interval_harmonicMeanSpeed
119271337,3346.0,64.0917
119271346,4313.0,61.5917
119271357,3131.0,58.0583
123555214,1544.0,66.7292
123592887#0,3789.0,44.8292
123592924#1,3139.0,60.1833
123867439#1-AddedOnRampEdge,7260.0,65.5167
123867446#1,5903.0,44.975
123867452,3868.0,66.6083
123867453#0,4071.0,45.8833
123867454,3401.0,62.9667
124952169,5217.0,25.6528
155667053,3198.0,55.4833
156778691,1854.0,65.2458
157593042,5085.0,59.4833
157607510,3012.0,68.8417
157607513#1,4008.0,67.375
157607517,3704.0,16.7667
157782136#0,4988.0,66.25
157782136#1-AddedOnRampEdge,4996.0,67.5167
158623068#0,3345.0,63.9333
158623068#1,3345.0,63.9333
172165117,4516.0,33.975
184867222#0,3344.0,63.9917
184867243,3346.0,64.0917
22372547,4640.0,54.45
22372559,2657.0,61.9917
23798287,6590.0,63.0375
23798288#1,5954.0,64.4417
23807652#1,4126.0,66.5083
23955194#0,5035.0,20.5583
23955194#1,5823.0,31.825
23955194#2,4997.0,25.175
24167679#1,3345.0,63.9333
25029732#2,4128.0,66.6
25657136,2874.0,65.025
27829301#1,6503.0,30.0958
28317945,3854.0,66.95
28319423#0,4256.0,21.9458
28357386,2885.0,68.8333
28357482,3793.0,54.7667
28357727#0,4142.0,42.0375
28358874#1,6115.0,63.3667
28358875#1,5823.0,31.825
28359025-AddedOnRampEdge,7308.0,44.25
28359059#1,5890.0,65.7875
28396115#1,5994.0,26.3917
28414195,5823.0,31.825
28414204#0,5027.0,62.8167
28433582,4561.0,42.9667
28433597,3869.0,58.9167
28433666#1,3978.0,42.8417
28433994#1,3344.0,63.9917
28434077,4128.0,66.6
28435047,3978.0,61.8208
28435573,5958.0,60.9417
28437104,2755.0,61.7083
28437207,3345.0,63.9333
28464126#1,6112.0,62.75
28464668#1,6107.0,40.5583
28464671-AddedOnRampEdge,5823.0,31.825
28665770#0,3344.0,63.9917
301865760,5273.0,34.3875
30583337,3345.0,63.9333
30959012,3303.0,65.2542
334904727,3959.0,63.3375
363634378,4278.0,19.7833
366053237,4387.0,23.15
367132265,3057.0,64.6125
394385113,4126.0,66.9083
394385114#1,2948.0,69.1833
394449801#0,5028.0,66.8458
394449801#1,5727.0,68.1458
395336990,3344.0,63.9917
395337004,4128.0,66.6
395343261,4128.0,66.6
395343763,3221.0,60.7583
395354964#0,4636.0,65.95
395362577,3177.0,62.3917
395368981#0,7483.0,63.8625
395368986,5708.0,71.6667
395394468,4046.0,64.725
395394473,6115.0,63.3667
395439802,4099.0,37.0667
395439805,4554.0,53.9
42397233,3186.0,57.9667
479773092#0,4247.0,67.675
479773095,6071.0,51.1583
479773099,3607.0,50.7583
5018717,3346.0,64.0917
5018720,2827.0,59.2417
508060359,3178.0,31.9083
508060362,3346.0,64.0917
508115737#0,5110.0,66.9833
508115737#1,6112.0,62.75
508115745,4989.0,57.8694
508115808,5817.0,32.025
508137802,5821.0,32.1333
508479313#0,4128.0,66.6
508479317,4267.0,55.5167
508479326,5266.0,42.0583
508479336,4126.0,66.5083
508479355,4129.0,67.2083
508479365#0,5729.0,14.7417
508479370#0,3700.0,16.5667
508479370#1,6621.0,58.3667
509747240,4394.0,67.1917
509747302,4210.0,67.725
509747346,6112.0,62.75
509747348,3345.0,63.9333
509747381,4716.0,59.5417
509747406-AddedOffRampEdge,7070.0,53.3167
517168464,3677.0,58.8083
52286756#1,6112.0,62.9083
544296215#0,4702.0,66.9
544296218#0,3776.0,67.7
544296218#1-AddedOnRampEdge,3837.0,68.1667
544296218#2,4541.0,66.8333
544296221,3922.0,26.875
550271868,3996.0,44.2625
550284581,5668.0,64.7833
550284584-AddedOffRampEdge,5865.0,66.7917
550284598,3083.0,64.675
