link_id,interval_nVehContrib,interval_harmonicMeanSpeed
157607513#1,6008.0,54.5083
157607517,1772.0,69.025
172165117,2782.0,63.8167
28414204#0,4186.0,63.8333
28464126#1,5804.0,63.7583
301865758,3142.0,66.725
301865760,3294.0,64.275
30959001,1181.0,66.2708
395439802,2756.0,66.625
395439805,2385.0,64.3042
508479313#0,4863.0,62.3167
508479317,3308.0,68.4333
508479336,4862.0,62.2333
508479355,4860.0,62.8583
508479365#0,3417.0,65.6417
508479370#0,1770.0,68.3583
508479370#1,2695.0,63.6333
509721010#0-AddedOnRampEdge,5801.0,64.4083
687721970,4862.0,62.2333
687721973,3293.0,67.5333
850376107,3717.0,64.3833
850378488,995.0,66.0083
850395062,5084.0,63.6333
850746591,1736.0,66.5208
851553864,3414.0,61.9667
851555734,4128.0,60.8583
851560451,3213.0,64.5167
851568240,5238.0,65.2333
867203204,1914.0,70.0667
