link_id,interval_nVehContrib,interval_harmonicMeanSpeed
119271213,1981.0,66.6083
119271337,1978.0,66.7083
119271346,3331.0,66.6083
119271357,1277.0,66.9333
123555214,468.0,67.0042
123592887#0,2003.0,63.4
123592887#1-AddedOffRampEdge,3680.0,57.8667
123867439#1-AddedOnRampEdge,4948.0,62.4
123867446#1,4161.0,61.3
123867452,3545.0,62.6958
123867453#0,850.0,67.7917
123867454,3710.0,61.4167
124952169,1514.0,65.975
156778691,2309.0,61.7583
157593042,2450.0,62.6917
157607513#1,6001.0,53.9833
157782133,4790.0,58.2333
157782136#0,3835.0,64.5417
157806285,3731.0,68.5083
158623068#0,784.0,68.5417
172165117,2771.0,63.9083
184867222#0,1500.0,66.2042
184867243,1978.0,66.7083
22372547,1175.0,65.8833
22372559,2251.0,66.1833
23798287,5925.0,61.8625
23798288#1,5341.0,64.1417
23807652#1,4330.0,62.1375
23955194#0,2444.0,67.1417
23955194#2,1944.0,63.6583
24167679#1,5748.0,57.9417
25657136,2140.0,67.0167
26230999#1,1528.0,58.8083
27829301#1,2560.0,66.6208
27829315#1-AddedOnRampEdge,4594.0,64.0667
28317586#1,2012.0,65.725
28317945,3641.0,67.3417
28319413#2,907.0,65.6333
28319423#0,927.0,66.3833
28319423#1-AddedOffRampEdge,1650.0,63.6833
28319423#2,886.0,67.1083
28357386,4139.0,66.1667
28357482,782.0,66.9417
28357727#0,1624.0,65.0792
28358874#1,6619.0,61.825
28358875#1,2700.0,61.175
28359059#1,5632.0,64.9083
28378888#1-AddedOnRampEdge,3687.0,62.15
28396115#1,2320.0,59.7
28414204#0,3600.0,59.425
28433666#1,4496.0,54.7583
28433994#1,1768.0,63.5083
28434077,3113.0,61.725
28435047,1301.0,66.9583
28435048,1366.0,63.85
28435573,2521.0,65.475
28437104,3455.0,61.4042
28464126#1,4323.0,60.5083
28464671-AddedOnRampEdge,2307.0,60.5833
28665770#0,1981.0,66.6083
301865758,3206.0,56.4833
301865760,3445.0,59.8042
30583337,1980.0,66.5333
30959001,1004.0,63.85
363634378,3693.0,65.1167
363648766#1-AddedOnRampEdge,2466.0,64.9
367132265,779.0,68.1583
394385111,3761.0,59.5583
394385113,5747.0,58.45
