link_id,interval_nVehContrib,interval_harmonicMeanSpeed
119271213,2841.0,63.925
119271337,2837.0,63.9667
119271346,4931.0,62.05
119271357,2334.0,66.1417
123555214,854.0,66.9875
123555236,2837.0,63.9667
123592887#0,1920.0,63.1
123592887#1-AddedOffRampEdge,3701.0,56.9
123867439#1-AddedOnRampEdge,6094.0,62.2167
123867446#1,4877.0,58.8417
123867452,4053.0,61.8708
123867453#0,2914.0,67.7333
123867454,4341.0,50.2167
124952169,3912.0,63.6139
156778691,1680.0,60.5042
157593042,3918.0,61.0917
157607513#1,5528.0,47.9417
157782133,5645.0,56.8833
157782136#0,4353.0,62.0417
157806285,5617.0,63.3667
158623068#0,2322.0,67.6917
172165117,4209.0,54.2583
184867222#0,2669.0,65.15
184867243,2837.0,63.9667
22372547,3254.0,59.1417
22372559,3175.0,60.9333
23798287,7423.0,53.5042
23798288#1,6060.0,62.85
23807652#1,4237.0,59.3417
23955194#0,3434.0,65.8333
23955194#2,2888.0,65.825
24167679#1,5131.0,57.125
25029732#2,3911.0,57.775
25657136,3089.0,63.95
26230999#1,3733.0,54.1667
27829301#1,5313.0,62.9542
27829315#1-AddedOnRampEdge,5982.0,61.1167
28317586#1,2853.0,58.2417
28317945,4041.0,63.2667
28319423#0,2893.0,62.2875
28319423#1-AddedOffRampEdge,3916.0,62.4417
28319423#2,2508.0,64.9833
28357482,1646.0,66.65
28357727#0,3687.0,59.3458
28358874#1,8524.0,57.7333
28358875#1,5205.0,60.1167
28359059#1,7090.0,58.125
28378884#0,6122.0,59.9583
28378888#1-AddedOnRampEdge,5363.0,60.15
28396115#1,3783.0,62.775
28414204#0,4829.0,53.675
28433582,5053.0,44.5583
28433597,2718.0,62.5833
28433666#1,4193.0,32.2833
28433994#1,3006.0,61.6042
28434077,3006.0,58.3333
28435047,3033.0,64.275
28435048,2858.0,64.0917
28435573,3957.0,60.5667
28437104,2460.0,60.1917
28665770#0,2841.0,63.925
301865758,3718.0,55.5083
301865760,3906.0,59.4042
30583337,2839.0,63.8333
30959001,1924.0,64.7542
326409095#1,3055.0,59.3917
363634378,5219.0,61.2333
367132265,2184.0,65.3125
394385111,4967.0,54.3333
394385113,4792.0,58.6917
394385114#1,3060.0,63.5333
394449801#0,3965.0,59.8083
394449801#1,4911.0,55.5917
395336990,2841.0,63.925
395337004,4790.0,60.6667
