link_id,interval_nVehContrib
119271213,2841.0
119271337,2837.0
119271346,4931.0
119271357,2334.0
123555214,854.0
123555236,2837.0
123592887#0,1920.0
123592887#1-AddedOffRampEdge,3701.0
123867439#1-AddedOnRampEdge,6094.0
123867446#1,4877.0
123867452,4053.0
123867453#0,2914.0
123867454,4341.0
124952169,3912.0
156778691,1680.0
157593042,3918.0
157607513#1,5528.0
157782133,5645.0
157782136#0,4353.0
157806285,5617.0
158623068#0,2322.0
172165117,4209.0
184867222#0,2669.0
184867243,2837.0
22372547,3254.0
22372559,3175.0
23798287,7423.0
23798288#1,6060.0
23807652#1,4237.0
23955194#0,3434.0
23955194#2,2888.0
24167679#1,5131.0
25029732#2,3911.0
25657136,3089.0
26230999#1,3733.0
27829301#1,5313.0
27829315#1-AddedOnRampEdge,5982.0
28317586#1,2853.0
28317945,4041.0
28319423#0,2893.0
28319423#1-AddedOffRampEdge,3916.0
28319423#2,2508.0
28357482,1646.0
28357727#0,3687.0
28358874#1,8524.0
28358875#1,5205.0
28359059#1,7090.0
28378884#0,6122.0
28378888#1-AddedOnRampEdge,5363.0
28396115#1,3783.0
28414204#0,4829.0
28433582,5053.0
28433597,2718.0
28433666#1,4193.0
28433994#1,3006.0
28434077,3006.0
28435047,3033.0
28435048,2858.0
28435573,3957.0
28437104,2460.0
28665770#0,2841.0
301865758,3718.0
301865760,3906.0
30583337,2839.0
30959001,1924.0
326409095#1,3055.0
363634378,5219.0
367132265,2184.0
394385111,4967.0
394385113,4792.0
394385114#1,3060.0
394449801#0,3965.0
394449801#1,4911.0
395336990,2841.0
395337004,4790.0
395343763,1662.0
395354964#0,5792.0
395362577,2786.0
395368981#0,5215.0
395368986,4734.0
395394468,4324.0
395394473,5880.0
395439802,4523.0
395439805,4156.0
42397233,2812.0
479773092#0,5091.0
479773095,4694.0
479773098,4523.0
479773099,2963.0
5018717,3068.0
5018720,2660.0
508060359,3185.0
508060361,2471.0
508060362,2837.0
508115737#0,5425.0
508115737#1,5476.0
508115745,5024.0
508115808,6534.0
508137802,4708.0
508479313#0,3428.0
508479317,4666.0
508479336,4145.0
508479355,4494.0
508479365#0,4079.0
508479370#0,3606.0
508479370#1,3768.0
509747240,5344.0
509747302,5481.0
509747310-AddedOnRampEdge,5516.0
509747346,4919.0
509747348,4130.0
509747381,4315.0
509747406-AddedOffRampEdge,7461.0
517168464,2332.0
52286756#1,6240.0
52324493,3814.0
544296216-AddedOffRampEdge,4887.0
544296218#0,4324.0
544296218#1-AddedOnRampEdge,4886.0
544296218#2,6304.0
544296221,4640.0
550271868,1414.0
550284581,4882.0
550284584-AddedOffRampEdge,5072.0
550284598,3250.0
550284602,3198.0
550284604,2794.0
552603210,3887.0
56159747,3803.0
60759806,3665.0
617235585#0,6882.0
617235594,4902.0
617235603,2629.0
617235606,2951.0
617235612,3345.0
617259141,4199.0
617259178,4556.0
617284141,5405.0
617284143,2862.0
617284144#0,2334.0
617284164,5355.0
617284166,5275.0
617284173,5184.0
617335302,5542.0
619042916,5272.0
619042921,6887.0
619042924,4649.0
687721970,3950.0
687721973,3530.0
687721986,3659.0
699542380#1,2667.0
711834658,4544.0
727202049,4791.0
838046085,4033.0
848429238,4487.0
848488831,4358.0
848489711,2092.0
848489712,2701.0
848501101#0,2555.0
848743564,4652.0
848745539#1,3160.0
848748038,2967.0
848748039,3591.0
848754158,2084.0
848767838,2751.0
848809833,4542.0
848809834,5091.0
848818561,5088.0
848875024#0,4889.0
848880058,2920.0
848920992#0,3305.0
849677308#0,4556.0
849677308#1,4637.0
849696784,3923.0
849806971#0,2928.0
849818316,2292.0
849821064,1597.0
850026981,3530.0
850032296,5406.0
850057340#0,4505.0
850097346,3549.0
850098170,5171.0
850134421,2287.0
850376107,3910.0
850378488,1909.0
850395062,4801.0
850615423,3691.0
850746591,2788.0
850760258,2841.0
851520670,2111.0
851520671-AddedOffRampEdge,2839.0
851541351,2403.0
851544880,2571.0
851550873,3894.0
851552197,3153.0
851553864,4298.0
851555734,4934.0
851556422,3557.0
851560451,4681.0
851568240,5208.0
854162451,3281.0
854215625,5641.0
860646752-AddedOffRampEdge,4548.0
861059531,4203.0
863751890,7276.0
863754537,5663.0
867203204,3018.0
867204830-AddedOffRampEdge,4120.0
867208766,5206.0
867246178,5358.0
867247243,4404.0
867251845#0,2978.0
867256162#0,4538.0
867256162#3,2966.0
867256163,4904.0
867259033,3594.0
867262165#0,2158.0
8954447,3450.0
95265016#1,2478.0
