link_id,interval_nVehContrib
157607510,1029.0
157607513#1,1369.0
172165117,864.0
28414195,1520.0
28414204#0,1115.0
28464126#1,1889.0
301865760,1423.0
30959001,541.0
395439802,753.0
395439805,867.0
508479313#0,1056.0
508479317,851.0
508479336,1446.0
508479355,1207.0
508479365#0,2287.0
508479370#0,1726.0
509721010#0-AddedOnRampEdge,1756.0
687721970,1315.0
687721973,617.0
850376107,760.0
850378488,537.0
850395062,1306.0
850746591,551.0
851553864,1262.0
851555734,1263.0
851560451,798.0
851568240,1127.0
867203204,953.0
