link_id,interval_nVehContrib,interval_harmonicMeanSpeed
119271337,2756.0,66.4
119271346,4202.0,62.775
119271357,2237.0,58.2833
123555214,1027.0,67.0625
123555236,2756.0,66.4
123592887#0,3302.0,60.5667
123867439#1-AddedOnRampEdge,6591.0,64.5667
123867446#1,4510.0,66.45
123867452,3463.0,65.5458
123867453#0,2725.0,68.6333
123867454,2705.0,61.375
124952169,4440.0,65.0583
156778691,1632.0,62.9917
157593042,4100.0,62.5667
157607513#1,4424.0,50.4667
157607517,3285.0,66.975
157782133,4917.0,62.325
157782136#0,5186.0,63.5167
157806285,5876.0,68.0583
158623068#0,2452.0,68.0333
172165117,4114.0,62.575
184867243,2756.0,66.4
22372547,2527.0,45.8
22372559,2433.0,66.625
23798287,5711.0,61.6583
23798288#1,5054.0,64.4167
23807652#1,4049.0,64.0583
23820853#1,3877.0,69.3167
23955194#0,4423.0,64.55
24167679#1,4718.0,58.9667
25029732#2,3170.0,61.4333
25657136,2428.0,65.7417
26230999#1,2193.0,58.525
27829301#1,6048.0,61.8125
27829315#1-AddedOnRampEdge,4950.0,65.7833
28317945,3184.0,67.6667
28319423#0,3207.0,65.0792
28319423#1-AddedOffRampEdge,3672.0,63.2333
28319423#2,2710.0,66.4333
28357386,2307.0,70.2833
28357482,1624.0,68.375
28357727#0,4208.0,61.95
28358874#1,7411.0,62.0333
28358875#1,5980.0,59.2333
28359059#1,5249.0,66.7292
28378884#0,5558.0,63.0583
28396115#1,4935.0,61.25
28414204#0,5398.0,54.1667
28433582,4199.0,56.9292
28433597,3090.0,63.6
28433666#1,3532.0,64.0333
28433994#1,2919.0,63.0708
28434077,2468.0,63.1083
28435047,2625.0,66.6583
28435048,2392.0,64.5833
28435573,3929.0,52.925
28437104,2516.0,64.0917
28665770#0,2755.0,66.3083
30583337,2754.0,66.2083
30959001,1679.0,65.6375
334904727,3074.0,65.6542
363634378,4973.0,63.05
367132265,2039.0,67.0708
394385111,4731.0,63.0
394385113,5531.0,61.6
394385114#1,3717.0,68.85
394449801#0,4405.0,64.0458
394449801#1,5195.0,65.5125
395336990,2755.0,66.3083
395337004,3930.0,65.7083
395343763,1661.0,68.8167
395354964#0,4152.0,66.5
395362577,2009.0,64.55
395368981#0,5698.0,68.3333
395368986,4673.0,71.8583
395394468,4119.0,62.9389
395394473,5700.0,63.3917
395439802,4457.0,57.2667
395439805,3921.0,64.3583
42397233,3214.0,32.175
479773092#0,3772.0,67.55
479773095,4271.0,64.6417
479773098,3512.0,60.7333
479773099,2496.0,65.5667
5018717,2864.0,55.8333
5018720,2082.0,59.7083
508060359,2915.0,63.4583
508060361,2925.0,40.0167
508115737#0,4813.0,66.75
508115737#1,4970.0,64.8333
508115745,4544.0,64.8083
508115808,7164.0,61.0083
508137802,5072.0,53.9417
508479313#0,3719.0,57.7667
508479317,4425.0,62.9917
508479336,4111.0,62.05
508479355,2934.0,67.3417
508479365#0,5134.0,64.95
508479370#0,4435.0,64.0417
508479370#1,4805.0,65.6333
509747240,4170.0,62.3708
509747302,3735.0,67.45
509747346,3730.0,63.1667
509747348,3882.0,66.0583
509747381,3953.0,66.0583
509747406-AddedOffRampEdge,6428.0,66.65
517168464,2154.0,67.7583
52286756#1,5531.0,64.3583
52324493,3681.0,60.9375
544296216-AddedOffRampEdge,5139.0,64.4083
544296218#0,3951.0,66.9833
544296218#1-AddedOnRampEdge,4143.0,66.4583
544296218#2,4981.0,66.5667
544296221,4328.0,58.55
550271868,3010.0,63.8083
550284581,5683.0,62.4667
550284584-AddedOffRampEdge,6071.0,65.3
550284598,2494.0,66.1667
550284602,2416.0,65.7792
550284604,2601.0,65.3167
550284605,3050.0,62.3333
552389451,4956.0,62.6
552603210,4397.0,66.225
