link_id,interval_nVehContrib
119271337,2756.0
119271346,4202.0
119271357,2237.0
123555214,1027.0
123555236,2756.0
123592887#0,3302.0
123867439#1-AddedOnRampEdge,6591.0
123867446#1,4510.0
123867452,3463.0
123867453#0,2725.0
123867454,2705.0
124952169,4440.0
156778691,1632.0
157593042,4100.0
157607513#1,4424.0
157607517,3285.0
157782133,4917.0
157782136#0,5186.0
157806285,5876.0
158623068#0,2452.0
172165117,4114.0
184867243,2756.0
22372547,2527.0
22372559,2433.0
23798287,5711.0
23798288#1,5054.0
23807652#1,4049.0
23820853#1,3877.0
23955194#0,4423.0
24167679#1,4718.0
25029732#2,3170.0
25657136,2428.0
26230999#1,2193.0
27829301#1,6048.0
27829315#1-AddedOnRampEdge,4950.0
28317945,3184.0
28319423#0,3207.0
28319423#1-AddedOffRampEdge,3672.0
28319423#2,2710.0
28357386,2307.0
28357482,1624.0
28357727#0,4208.0
28358874#1,7411.0
28358875#1,5980.0
28359059#1,5249.0
28378884#0,5558.0
28396115#1,4935.0
28414204#0,5398.0
28433582,4199.0
28433597,3090.0
28433666#1,3532.0
28433994#1,2919.0
28434077,2468.0
28435047,2625.0
28435048,2392.0
28435573,3929.0
28437104,2516.0
28665770#0,2755.0
30583337,2754.0
30959001,1679.0
334904727,3074.0
363634378,4973.0
367132265,2039.0
394385111,4731.0
394385113,5531.0
394385114#1,3717.0
394449801#0,4405.0
394449801#1,5195.0
395336990,2755.0
395337004,3930.0
395343763,1661.0
395354964#0,4152.0
395362577,2009.0
395368981#0,5698.0
395368986,4673.0
395394468,4119.0
395394473,5700.0
395439802,4457.0
395439805,3921.0
42397233,3214.0
479773092#0,3772.0
479773095,4271.0
479773098,3512.0
479773099,2496.0
5018717,2864.0
5018720,2082.0
508060359,2915.0
508060361,2925.0
508115737#0,4813.0
508115737#1,4970.0
508115745,4544.0
508115808,7164.0
508137802,5072.0
508479313#0,3719.0
508479317,4425.0
508479336,4111.0
508479355,2934.0
508479365#0,5134.0
508479370#0,4435.0
508479370#1,4805.0
509747240,4170.0
509747302,3735.0
509747346,3730.0
509747348,3882.0
509747381,3953.0
509747406-AddedOffRampEdge,6428.0
517168464,2154.0
52286756#1,5531.0
52324493,3681.0
544296216-AddedOffRampEdge,5139.0
544296218#0,3951.0
544296218#1-AddedOnRampEdge,4143.0
544296218#2,4981.0
544296221,4328.0
550271868,3010.0
550284581,5683.0
550284584-AddedOffRampEdge,6071.0
550284598,2494.0
550284602,2416.0
550284604,2601.0
550284605,3050.0
552389451,4956.0
552603210,4397.0
56159747,2892.0
60759806,2859.0
617235585#0,5808.0
617235594,5115.0
617235603,2335.0
617235606,2149.0
617235612,3102.0
617259141,3808.0
617259178,4170.0
617284141,3494.0
617284143,1441.0
617284144#0,2145.0
617284164,4322.0
617284166,5466.0
617284173,4391.0
617335302,4980.0
619042916,5271.0
619042921,5995.0
619042924,4203.0
687721970,3125.0
687721973,1609.0
687721986,3905.0
699542380#1,2489.0
711834658,5197.0
727202049,3930.0
838046085,4143.0
848429238,306.0
848488831,3079.0
848489711,2002.0
848489712,2269.0
848501101#0,2556.0
848743564,3494.0
848745539#1,2480.0
848748038,2004.0
848748039,2301.0
848754158,1877.0
848767838,2172.0
848809833,3801.0
848818561,4198.0
848875024#0,5141.0
848880058,2931.0
848920992#0,3143.0
849677308#0,4293.0
849806971#0,3300.0
849818316,2100.0
849821064,1933.0
850026981,1907.0
850032296,4430.0
850057340#0,3245.0
850097346,3440.0
850098170,3050.0
850134421,2109.0
850376107,1715.0
850378488,1686.0
850395062,3887.0
850615423,4796.0
850746591,1128.0
850760258,2755.0
851520670,2422.0
851520671-AddedOffRampEdge,2754.0
851541351,2835.0
851544880,2636.0
851550873,4123.0
851552197,3283.0
851553864,4881.0
851555734,5653.0
851556422,3890.0
851560451,4718.0
851568240,3623.0
854162451,3128.0
854215625,3843.0
860646752-AddedOffRampEdge,3777.0
861059531,4272.0
863751890,7545.0
863754537,4795.0
867203204,3508.0
867204830-AddedOffRampEdge,4213.0
867208766,3690.0
867246178,4270.0
867247243,4145.0
867251845#0,2703.0
867256162#0,3189.0
867256162#3,2116.0
867256163,3517.0
867259033,2296.0
867262165#0,2070.0
8954447,3672.0
95265016#1,2164.0
