link_id,interval_nVehContrib
157607513#1,4424.0
157607517,3285.0
172165117,4114.0
28414204#0,5398.0
301865760,4213.0
30959001,1679.0
395439802,4457.0
395439805,3921.0
508479313#0,3719.0
508479317,4425.0
508479336,4111.0
508479355,2934.0
508479365#0,5134.0
508479370#0,4435.0
508479370#1,4805.0
509721010#0-AddedOnRampEdge,4808.0
687721970,3125.0
687721973,1609.0
850376107,1715.0
850378488,1686.0
850395062,3887.0
850746591,1128.0
851553864,4881.0
851555734,5653.0
851560451,4718.0
851568240,3623.0
867203204,3508.0
