link_id,interval_nVehContrib
119271213,1486.0
119271337,1486.0
119271346,2177.0
119271357,1201.0
123555214,603.0
123555236,1486.0
123592887#0,768.0
123592887#1-AddedOffRampEdge,1422.0
123867439#1-AddedOnRampEdge,3091.0
123867446#1,2233.0
123867452,1843.0
123867453#0,1168.0
123867454,1560.0
124952169,1786.0
156778691,866.0
157593042,1878.0
157607510,1845.0
157607513#1,2573.0
157782133,3098.0
157782136#0,2124.0
157806285,3203.0
158623068#0,918.0
172165117,1926.0
184867222#0,1495.0
184867243,1486.0
22372547,1307.0
22372559,1316.0
23798287,3260.0
23798288#1,3444.0
23807652#1,2434.0
23955194#0,1584.0
23955194#1,1678.0
23955194#2,1452.0
24167679#1,3020.0
25029732#2,1779.0
25657136,1328.0
26230999#1,1552.0
27829301#1,2745.0
27829315#1-AddedOnRampEdge,3066.0
28317586#1,2465.0
28317945,1815.0
28319423#0,1444.0
28319423#1-AddedOffRampEdge,2163.0
28319423#2,1305.0
28357386,1457.0
28357482,773.0
28357727#0,1870.0
28358874#1,4759.0
28358875#1,2961.0
28359059#1,2973.0
28396115#1,1831.0
28414195,2269.0
28414204#0,2526.0
28433582,2273.0
28433597,1763.0
28433666#1,1998.0
28433994#1,1592.0
28434077,1812.0
28435047,1489.0
28435048,1512.0
28435573,2272.0
28437104,1277.0
28437207,1761.0
28464126#1,3082.0
28464667,2420.0
28464668#1,2362.0
28464671-AddedOnRampEdge,2228.0
28665770#0,1486.0
301865760,2268.0
30583337,1485.0
30959001,897.0
334904727,1617.0
363634378,2339.0
363648766#1-AddedOnRampEdge,1839.0
367132265,949.0
394385111,3542.0
394385113,2906.0
394385114#1,1377.0
394449801#0,2176.0
394449801#1,3268.0
395336990,1486.0
395337004,2392.0
395343763,775.0
395354964#0,2252.0
395362577,1324.0
395368981#0,3134.0
395368986,2578.0
395394468,2525.0
395394473,3858.0
395394478,3418.0
395439802,1862.0
395439805,1817.0
42397233,1365.0
479773092#0,2010.0
479773098,2084.0
479773099,1121.0
5018717,1592.0
5018720,915.0
508060359,2228.0
508115737#0,2434.0
508115737#1,2930.0
508115745,2719.0
508115808,4041.0
508137802,3197.0
508479313#0,1733.0
508479317,1898.0
508479326,2015.0
508479336,2438.0
508479355,2143.0
508479365#0,3112.0
508479370#0,2524.0
509747240,1096.0
509747302,2059.0
509747310-AddedOnRampEdge,2066.0
509747346,2413.0
509747348,1938.0
509747381,1831.0
517168464,1060.0
52286756#1,3187.0
52324493,2153.0
544296216-AddedOffRampEdge,2665.0
544296218#0,2351.0
544296218#1-AddedOnRampEdge,2399.0
544296218#2,2882.0
544296221,1971.0
550271868,615.0
550284581,2597.0
550284584-AddedOffRampEdge,2601.0
550284598,1033.0
550284602,1157.0
550284604,1108.0
552389451,1806.0
552603210,2067.0
56159747,1351.0
60759806,1399.0
617235585#0,3578.0
617235594,2638.0
617235603,1386.0
617235606,1258.0
617235612,1141.0
617259141,1974.0
617259178,1889.0
617284141,1845.0
617284143,991.0
617284144#0,1180.0
617284145#0-AddedOnRampEdge,1538.0
617284164,2493.0
617284166,2738.0
617284173,2425.0
617335302,2311.0
619042916,3499.0
619042921,3760.0
619042924,2944.0
687721970,1983.0
687721973,1012.0
687721986,1760.0
699542380#1,1413.0
711834658,2797.0
727202049,2391.0
768291603,2112.0
838046085,2120.0
848429238,1734.0
848488831,1595.0
848489711,1105.0
848489712,1458.0
848501101#0,1384.0
848743564,1765.0
848745539#1,1349.0
848748038,1249.0
848748039,1479.0
848754158,919.0
848767838,1206.0
848809833,2149.0
848809834,2540.0
848818561,2427.0
848875024#0,2668.0
848880058,1376.0
848920992#0,1719.0
849677308#0,2415.0
849677308#1,2826.0
849696784,2150.0
849818316,1028.0
849821064,821.0
849833093,2668.0
850026981,1375.0
850032296,2277.0
850057340#0,2169.0
850097346,1640.0
850098170,1739.0
850134421,1045.0
850376107,1132.0
850378488,851.0
850395062,2116.0
850615423,1967.0
850746591,775.0
850760258,1486.0
851520671-AddedOffRampEdge,1485.0
851541351,1391.0
851544880,1329.0
851550873,2107.0
851552197,2035.0
851553864,2265.0
851555734,2523.0
851560451,1959.0
851568240,2116.0
851569274,1300.0
854162451,1824.0
854215625,1970.0
860646752-AddedOffRampEdge,2153.0
861059531,2205.0
863751890,3905.0
863754537,3407.0
867203204,1719.0
867204830-AddedOffRampEdge,1887.0
867246178,2423.0
867247243,2129.0
867251845#0,882.0
867256162#0,1980.0
867256162#3,1470.0
867256163,2112.0
867259033,1884.0
867262165#0,1126.0
867290381,1526.0
8954447,1801.0
95265016#1,1485.0
