link_id,interval_nVehContrib,interval_harmonicMeanSpeed
119271337,607.0,68.0083
119271346,857.0,67.3167
119271357,493.0,67.9
123555214,241.0,67.1333
123555236,607.0,68.0083
123592887#0,760.0,66.1292
123592887#1-AddedOffRampEdge,781.0,65.425
123867439#1-AddedOnRampEdge,1796.0,66.95
123867446#1,1253.0,67.6667
123867452,717.0,67.7333
123867453#0,343.0,67.3833
123867454,895.0,65.825
124952169,727.0,66.325
156778691,538.0,66.2417
157593042,934.0,67.45
157607510,1029.0,68.075
157607513#1,1369.0,67.0083
157782133,2098.0,63.7083
157782136#0,1160.0,68.375
157806285,1548.0,68.4583
158623068#0,362.0,68.6
172165117,864.0,68.0583
184867222#0,600.0,66.7667
184867243,607.0,68.0083
22372547,388.0,66.2667
22372559,526.0,67.8333
23798287,1866.0,68.2625
23798288#1,2690.0,65.05
23807652#1,1362.0,66.3417
23955194#0,786.0,65.7417
23955194#1,1203.0,64.2667
23955194#2,773.0,65.6
24167679#1,2191.0,60.275
25029732#2,930.0,64.2917
25657136,603.0,66.1083
26230999#1,782.0,59.5417
27829301#1,1071.0,67.7125
27829315#1-AddedOnRampEdge,2185.0,66.7083
28317586#1,1503.0,65.2917
28317945,755.0,69.9917
28319423#0,382.0,66.6458
28319423#1-AddedOffRampEdge,1071.0,63.85
28319423#2,391.0,67.3917
28357386,928.0,70.6667
28357482,415.0,67.9167
28357727#0,811.0,65.35
28358874#1,2491.0,63.4417
28358875#1,1274.0,61.3917
28359059#1,1419.0,70.4
28396115#1,826.0,66.225
28414195,1520.0,63.7833
28414204#0,1115.0,67.2167
28433582,1234.0,67.3167
28433666#1,1065.0,67.8417
28433994#1,781.0,64.5625
28434077,1113.0,63.9667
28435047,654.0,66.7042
28435048,865.0,63.6833
28435573,1246.0,64.3833
28437104,753.0,63.4917
28437207,1150.0,64.4833
28464126#1,1889.0,63.3417
28464667,942.0,68.0667
28464671-AddedOnRampEdge,1330.0,64.2
28665770#0,606.0,67.9333
301865760,1423.0,66.6208
30583337,605.0,67.8917
30959001,541.0,64.6833
30959012,948.0,68.0667
334904727,781.0,67.0
363634378,1127.0,62.3583
363648766#1-AddedOnRampEdge,974.0,65.9
367132265,275.0,68.6417
394385111,2248.0,63.1833
394385113,2036.0,62.7667
394385114#1,727.0,68.975
394449801#0,1152.0,66.7083
394449801#1,1975.0,64.7333
395336990,606.0,67.9333
395337004,1227.0,68.3417
395343261,1035.0,65.725
395343763,2.0,67.85
395354964#0,1249.0,68.0333
395362577,614.0,66.6917
395368981#0,1429.0,70.5375
395368986,1157.0,71.5417
395394468,1288.0,64.0278
395394473,2420.0,66.2083
395394478,1702.0,68.2125
395439802,753.0,67.2083
395439805,867.0,67.2917
42397233,535.0,66.45
479773092#0,1132.0,68.525
479773098,1454.0,62.55
479773099,517.0,67.4
5018717,1201.0,60.925
5018720,561.0,64.8167
508060359,952.0,64.975
508115737#0,932.0,68.275
508115737#1,1363.0,65.075
508115745,1381.0,68.7972
508115808,2257.0,62.8917
508137802,1928.0,53.2333
508479313#0,1056.0,63.5667
508479317,851.0,70.1
508479326,1043.0,65.35
508479336,1446.0,64.925
508479355,1207.0,68.6167
508479365#0,2287.0,71.6083
508479370#0,1726.0,66.1583
509747240,1255.0,67.6375
509747302,1225.0,68.6417
509747310-AddedOnRampEdge,1234.0,68.4083
509747346,1756.0,64.4417
509747348,1119.0,65.825
509747381,788.0,68.4583
509747406-AddedOffRampEdge,1780.0,68.3667
517168464,337.0,67.55
52286756#1,1609.0,69.025
52324493,1058.0,63.1917
544296216-AddedOffRampEdge,1201.0,68.825
544296218#0,1369.0,66.4083
544296218#2,1512.0,67.5417
544296221,876.0,66.0667
550271868,585.0,67.2625
550284581,1288.0,67.6333
550284598,618.0,67.6167
550284602,717.0,65.2208
550284604,559.0,67.5
552603210,1179.0,68.1333
60759806,960.0,65.2458
617235594,1220.0,66.0583
617235603,516.0,67.8167
617235606,751.0,67.0375
617235612,399.0,65.0
617259141,1136.0,68.6083
617259178,820.0,68.4167
617284141,921.0,67.6583
617284143,612.0,68.3167
617284144#0,451.0,67.5917
617284145#0-AddedOnRampEdge,711.0,67.5083
617284164,947.0,67.15
617284166,1141.0,66.1708
617284173,905.0,68.925
617335302,1678.0,64.75
619042916,2183.0,66.45
619042919,1359.0,64.4333
619042921,2130.0,67.7
619042924,1972.0,63.1333
687721970,1315.0,65.475
687721973,617.0,69.4167
687721986,748.0,68.1
699542380#1,710.0,65.7458
727202049,1227.0,68.2583
768291603,1222.0,72.0
838046085,742.0,68.3
848429238,989.0,69.3708
848488831,766.0,68.5417
848489711,305.0,67.4833
848489712,690.0,63.675
848501101#0,331.0,68.6583
848745539#1,536.0,67.675
848748038,397.0,67.3417
848748039,538.0,64.7875
848754158,270.0,67.4083
848767838,494.0,68.8917
848809833,811.0,69.4167
848809834,1174.0,64.2167
848875024#0,1202.0,68.6583
848880058,639.0,67.5333
848920992#0,809.0,67.3958
849677308#0,1101.0,66.2333
849677308#1,1686.0,63.2333
849696784,1001.0,68.4583
849818316,556.0,66.3417
849821064,305.0,67.575
849833093,1202.0,68.6583
850026981,708.0,68.6917
850032296,1332.0,68.4083
850057340#0,1380.0,64.7083
850097346,821.0,63.15
850098170,838.0,67.9
850134421,670.0,66.475
850376107,760.0,68.25
850378488,537.0,67.025
850395062,1306.0,64.1
850615423,824.0,65.8917
850616213,1465.0,65.9625
850746591,551.0,65.3417
850760258,606.0,67.9333
851520671-AddedOffRampEdge,605.0,67.8917
851541351,543.0,67.65
851544880,550.0,68.2625
851550873,1111.0,69.0417
851553864,1262.0,65.7583
851555734,1263.0,56.3083
851560451,798.0,66.275
851568240,1127.0,71.4083
851569274,327.0,68.2583
854162451,970.0,64.5417
854215625,1137.0,66.2083
860646752-AddedOffRampEdge,1288.0,68.5917
861059531,1228.0,68.7583
863751890,2573.0,65.7333
863754537,2468.0,62.975
867203204,953.0,70.7083
867204830-AddedOffRampEdge,826.0,68.0167
867208766,1203.0,68.525
867246178,1618.0,66.2167
867247243,1166.0,66.2292
867251845#0,287.0,66.5167
867256162#0,763.0,66.075
867256162#3,544.0,66.15
867259033,938.0,63.4875
867262165#0,307.0,67.1167
867290381,797.0,64.2375
8954447,837.0,68.2833
95265016#1,699.0,65.775
