link_id,interval_nVehContrib,interval_harmonicMeanSpeed
119271213,2132.0,67.3667
119271337,2130.0,67.4917
119271346,2971.0,68.025
119271357,1878.0,68.2583
123555214,938.0,67.2708
123555236,2130.0,67.4917
123592887#0,1133.0,65.8833
123592887#1-AddedOffRampEdge,2185.0,63.4333
123867439#1-AddedOnRampEdge,4230.0,66.0333
123867446#1,3704.0,66.775
123867452,2940.0,64.7667
123867453#0,1772.0,67.9667
123867454,2921.0,60.5083
124952169,2542.0,66.2417
156778691,1237.0,66.1375
157593042,2978.0,67.1083
157607510,2493.0,68.2583
157782133,4206.0,62.8917
157782136#0,3087.0,67.0083
158623068#0,1428.0,67.5917
172165117,3229.0,67.85
184867222#0,2104.0,66.7792
184867243,2130.0,67.4917
22372547,2303.0,65.3417
22372559,1866.0,68.0167
23798287,5136.0,62.4292
23798288#1,4841.0,64.7333
23807652#1,3311.0,65.9625
23955194#0,2552.0,66.5083
23955194#2,2237.0,66.1417
24167679#1,3886.0,60.2583
25029732#2,2451.0,64.5167
25657136,1804.0,67.525
26230999#1,2528.0,58.2333
27829301#1,4037.0,66.5667
27829315#1-AddedOnRampEdge,4470.0,66.6333
28317586#1,2976.0,63.2
28317945,2829.0,61.5417
28319423#0,1990.0,66.5042
28319423#1-AddedOffRampEdge,2717.0,63.425
28319423#2,1769.0,65.9083
28357386,2287.0,68.5917
28357482,1054.0,67.5083
28357727#0,2591.0,66.3542
28358874#1,6963.0,63.575
28358875#1,4135.0,61.0417
28359059#1,4977.0,67.5125
28396115#1,2806.0,67.125
28414204#0,3227.0,63.4667
28433582,3866.0,59.3333
28433597,1954.0,63.725
28433666#1,3053.0,64.6333
28433994#1,2220.0,64.4917
28434077,2335.0,63.9167
28435047,2003.0,67.2333
28435048,1859.0,63.975
28435573,3202.0,66.3083
28437104,1787.0,65.15
28464126#1,3795.0,62.1333
28464668#1,3506.0,64.9417
28464671-AddedOnRampEdge,2876.0,64.2167
28665770#0,2132.0,67.3667
30583337,2132.0,67.3167
30959001,1231.0,64.1625
334904727,2208.0,66.2333
363634378,3293.0,66.7333
367132265,1579.0,67.6542
394385111,4597.0,58.9333
394385113,3626.0,61.1667
394385114#1,1889.0,68.0417
394449801#0,3097.0,66.2333
394449801#1,4773.0,64.0417
395336990,2132.0,67.3667
395337004,3451.0,66.8833
395343763,1148.0,68.15
395354964#0,3718.0,67.45
395362577,1999.0,65.4833
395368981#0,4529.0,68.325
395368986,3940.0,71.825
395394468,3551.0,61.9861
395394473,4869.0,63.7667
395394478,4772.0,65.5583
395439802,2688.0,66.5917
395439805,3054.0,66.9125
42397233,1923.0,67.925
479773098,2595.0,60.7083
479773099,1627.0,66.1083
5018717,2333.0,59.3917
5018720,1589.0,63.7417
508060359,3085.0,64.45
508060362,2130.0,67.4917
508115737#0,3961.0,67.1
508115737#1,4251.0,64.775
508115745,3911.0,66.9806
508115808,5331.0,61.7083
508137802,4387.0,55.0667
508479313#0,2190.0,61.8083
508479317,2725.0,68.8417
508479326,2921.0,65.8667
508479336,3381.0,64.1167
508479355,2966.0,68.5667
508479365#0,4134.0,65.5083
508479370#0,3147.0,63.6083
508479370#1,3150.0,65.175
509747240,3604.0,66.375
509747302,2867.0,67.6833
509747310-AddedOnRampEdge,3472.0,67.4417
509747346,3262.0,62.6417
509747348,2642.0,64.8583
509747381,2668.0,68.3833
509747406-AddedOffRampEdge,5333.0,67.9
517168464,1489.0,67.5333
52286756#1,4575.0,67.0333
52324493,2837.0,63.2125
544296216-AddedOffRampEdge,3983.0,67.2667
544296218#0,3413.0,66.2833
544296218#1-AddedOnRampEdge,3602.0,69.1833
544296218#2,3755.0,65.15
544296221,2769.0,66.2667
550271868,942.0,67.075
550284581,3625.0,65.725
550284598,1790.0,67.8333
550284602,1818.0,63.1792
550284604,1727.0,65.9667
552389451,2828.0,66.4917
552603210,3420.0,68.2333
56159747,1959.0,68.0875
60759806,2290.0,64.7583
617235585#0,5377.0,62.8333
617235594,3476.0,66.275
617235603,2017.0,67.8167
617235606,1630.0,67.0833
617235612,1766.0,65.0792
617259141,3226.0,67.175
617259178,2856.0,68.4083
617284141,3225.0,66.2
617284143,1493.0,67.9083
617284144#0,1688.0,68.4583
617284145#0-AddedOnRampEdge,2161.0,67.1417
617284164,3577.0,66.9917
617284166,4065.0,66.775
617284173,3829.0,65.1667
617335302,4208.0,64.6167
619042916,4516.0,65.7083
619042921,5451.0,66.0458
619042924,3818.0,62.15
687721970,2905.0,65.5333
687721973,1628.0,69.125
687721986,2572.0,65.3917
699542380#1,1977.0,65.7458
711834658,3426.0,62.7972
727202049,3447.0,66.7917
838046085,3170.0,65.0083
848429238,2267.0,69.425
848488831,2256.0,68.6833
848489711,1722.0,67.9042
848489712,2023.0,63.1667
848501101#0,2134.0,68.9083
848743564,2404.0,61.3944
848745539#1,1786.0,67.55
848748038,2221.0,65.8
