link_id,interval_nVehContrib,interval_harmonicMeanSpeed
157607513#1,2453.0,64.525
172165117,1407.0,67.125
28414204#0,1752.0,63.7583
28464126#1,2404.0,62.125
301865760,2025.0,65.2708
30959001,252.0,65.1
395439802,1285.0,65.65
395439805,1300.0,66.6958
508479313#0,1249.0,62.5667
508479317,1294.0,70.1
508479336,1868.0,64.2
508479355,1721.0,66.725
508479365#0,2715.0,70.375
508479370#0,2149.0,65.5583
509721010#0-AddedOnRampEdge,2652.0,62.6083
687721970,1839.0,64.7333
687721973,957.0,67.6167
850376107,1068.0,67.2167
850378488,688.0,66.7333
850395062,2120.0,63.9917
850746591,386.0,65.7333
851553864,1945.0,63.9083
851555734,1924.0,57.2167
851560451,1285.0,65.4583
851568240,1946.0,70.2
867203204,1345.0,70.4667
