link_id,interval_nVehContrib
119271213,1021.0
119271337,1020.0
119271346,1221.0
119271357,712.0
123555214,385.0
123555236,1020.0
123592887#0,688.0
123592887#1-AddedOffRampEdge,1342.0
123867439#1-AddedOnRampEdge,2612.0
123867446#1,2050.0
123867452,1446.0
123867453#0,603.0
123867454,1262.0
124952169,903.0
156778691,763.0
157593042,1359.0
157607513#1,2453.0
157782133,2739.0
157782136#0,1825.0
157806285,2531.0
158623068#0,427.0
172165117,1407.0
184867243,1020.0
22372547,577.0
22372559,787.0
23798287,2453.0
23798288#1,3236.0
23807652#1,2109.0
23955194#0,1257.0
23955194#1,1431.0
23955194#2,1054.0
24167679#1,2707.0
25029732#2,1083.0
25657136,817.0
26230999#1,848.0
27829301#1,1665.0
27829315#1-AddedOnRampEdge,2684.0
28317586#1,1693.0
28317945,1124.0
28319413#2,658.0
28319423#0,649.0
28319423#1-AddedOffRampEdge,1323.0
28319423#2,639.0
28357386,1421.0
28357482,562.0
28357727#0,1119.0
28358874#1,3511.0
28358875#1,1816.0
28359059#1,2299.0
28378888#1-AddedOnRampEdge,1812.0
28396115#1,1202.0
28414204#0,1752.0
28433582,2309.0
28433597,1051.0
28433666#1,1683.0
28433994#1,1111.0
28434077,1392.0
28435047,928.0
28435048,1064.0
28435573,1609.0
28437104,1092.0
28437207,1589.0
28464126#1,2404.0
28464667,1903.0
28464671-AddedOnRampEdge,1665.0
28665770#0,1021.0
301865760,2025.0
30583337,1021.0
30959001,252.0
334904727,1012.0
363634378,1539.0
367132265,411.0
394385111,2916.0
394385113,2759.0
394385114#1,1422.0
394449801#0,1962.0
394449801#1,3032.0
395336990,1021.0
395337004,2076.0
395343261,1329.0
395343763,343.0
395354964#0,2105.0
395362577,904.0
395368981#0,2337.0
395368986,2117.0
395394468,2050.0
395394473,3425.0
395394478,2910.0
395439802,1285.0
395439805,1300.0
42397233,766.0
479773092#0,1821.0
479773095,1595.0
479773098,1777.0
479773099,789.0
5018717,1601.0
5018720,907.0
508060359,1205.0
508115737#0,1877.0
508115737#1,2320.0
508115745,2234.0
508115808,2935.0
508137802,2691.0
508479313#0,1249.0
508479317,1294.0
508479326,1559.0
508479336,1868.0
508479355,1721.0
508479365#0,2715.0
508479370#0,2149.0
509747240,2058.0
509747302,1881.0
509747310-AddedOnRampEdge,1934.0
509747346,2326.0
509747348,1447.0
509747381,1335.0
509747406-AddedOffRampEdge,2781.0
517168464,551.0
52286756#1,2551.0
52324493,1488.0
544296216-AddedOffRampEdge,2016.0
544296218#0,2008.0
544296218#1-AddedOnRampEdge,2188.0
544296218#2,2733.0
544296221,1221.0
550271868,459.0
550284581,2067.0
550284598,1017.0
550284602,1099.0
550284604,881.0
552389451,1342.0
552603210,1839.0
60759806,1415.0
617235594,1625.0
617235603,842.0
617235606,924.0
617235612,550.0
617259141,1886.0
617259148-AddedOnRampEdge,1736.0
617259178,1479.0
617284141,1274.0
617284143,932.0
617284144#0,738.0
617284145#0-AddedOnRampEdge,1077.0
617284164,1838.0
617284166,1796.0
617284173,1760.0
617335302,2443.0
619042916,2864.0
619042921,3060.0
619042924,2082.0
687721970,1839.0
687721973,957.0
687721986,1255.0
699542380#1,976.0
708314651,1463.0
711834658,2127.0
727202049,2076.0
838046085,1962.0
848429238,1249.0
848488831,1057.0
848489711,465.0
848489712,840.0
848501101#0,479.0
848743564,1019.0
848745539#1,737.0
848748038,546.0
848748039,706.0
848754158,381.0
848767838,727.0
848809833,1622.0
848809834,1964.0
848875024#0,2017.0
848880058,1029.0
848920992#0,1237.0
849677308#0,2106.0
849677308#1,2502.0
849696784,1858.0
849818316,876.0
849821064,464.0
849833093,2017.0
850026981,901.0
850032296,2270.0
850057340#0,1620.0
850097346,999.0
850098170,1190.0
850134421,836.0
850376107,1068.0
850378488,688.0
850395062,2120.0
850615423,1183.0
850616213,2420.0
850746591,386.0
850760258,1021.0
851541351,761.0
851544880,766.0
851550873,1567.0
851552197,1702.0
851553864,1945.0
851555734,1924.0
851560451,1285.0
851568240,1946.0
851569274,539.0
854162451,1280.0
854215625,1499.0
860646752-AddedOffRampEdge,1666.0
861059531,1781.0
863751890,3438.0
863754537,3172.0
867203204,1345.0
867204830-AddedOffRampEdge,1351.0
867208766,1821.0
867246178,2398.0
867247243,1700.0
867251845#0,400.0
867256162#0,1180.0
867256162#3,1046.0
867256163,1317.0
867259033,1088.0
867262165#0,447.0
867290381,1154.0
8954447,1307.0
95265016#1,816.0
