link_id,interval_nVehContrib,interval_harmonicMeanSpeed
119271213,3003.0,66.2167
119271337,3003.0,66.3083
119271346,4299.0,62.4417
119271357,1973.0,62.375
123555214,1355.0,66.8
123555236,3003.0,66.3083
123592887#0,3852.0,54.6167
123592924#1,2855.0,62.1083
123867439#1-AddedOnRampEdge,6495.0,65.5833
123867446#1,4762.0,65.5083
123867452,3896.0,65.5208
123867453#0,3784.0,68.5667
123867454,3261.0,60.8667
124952169,5328.0,63.8944
156778691,1702.0,63.5208
157593042,4097.0,64.425
157607513#1,4652.0,43.1167
157607517,3833.0,66.6167
157782133,5113.0,62.775
157782136#0,4975.0,64.45
157782136#1-AddedOnRampEdge,5010.0,65.6417
158623068#0,3183.0,68.325
172165117,4140.0,64.55
184867222#0,2839.0,66.0708
184867243,3003.0,66.3083
22372547,3131.0,62.875
22372559,2677.0,65.4417
23798287,6202.0,62.1417
23798288#1,5382.0,64.7167
23807652#1,4319.0,64.9208
23820853#1,4064.0,69.5417
23955194#0,4592.0,63.7
24167679#1,5000.0,58.475
25029732#2,3604.0,61.3417
25657136,2428.0,66.9083
26230999#1,3248.0,57.6333
27829301#1,7166.0,57.7792
27829315#1-AddedOnRampEdge,5412.0,66.3833
28317945,3197.0,65.35
28319423#0,3606.0,64.7
28319423#1-AddedOffRampEdge,3979.0,62.7417
28319423#2,3177.0,66.375
28357386,2990.0,69.5167
28357482,1872.0,67.55
28357727#0,4947.0,61.4333
28358874#1,7998.0,62.0
28358875#1,6868.0,56.475
28359025-AddedOnRampEdge,6985.0,60.9083
28359059#1,5872.0,66.4792
28378884#0,6403.0,61.9833
28396115#1,5342.0,64.2
28414204#0,5100.0,49.3333
28433582,5101.0,52.6583
28433597,3006.0,64.0
28433666#1,4300.0,59.575
28433994#1,3156.0,62.7833
28434077,2539.0,63.0333
28435047,2991.0,64.6125
28435048,2618.0,63.7333
28435573,3621.0,61.5333
28437104,2556.0,62.9458
28665770#0,3003.0,66.2167
30583337,3002.0,66.1167
30959001,1891.0,64.925
363634378,4952.0,47.475
363648766#1-AddedOnRampEdge,4092.0,53.7917
367132265,2479.0,67.5167
394385111,5379.0,63.0167
394385113,5553.0,62.9583
394385114#1,3738.0,69.175
394449801#0,4805.0,66.0583
394449801#1,5741.0,67.9125
395336990,3003.0,66.2167
395337004,4166.0,66.6417
395343763,2170.0,66.5833
395354964#0,4520.0,67.3
395362577,2125.0,64.0083
395368981#0,6319.0,68.925
395368986,5010.0,71.7083
395394468,4304.0,63.9944
395394473,6100.0,64.8583
395439802,4353.0,36.9417
395439805,3967.0,64.0167
42397233,3225.0,36.125
479773092#0,4107.0,68.7833
479773095,5127.0,65.4667
479773098,4033.0,62.4583
479773099,3124.0,69.6167
5018717,2909.0,58.5417
5018720,2038.0,62.8667
508060359,2685.0,61.4083
508060361,2878.0,43.0667
508060362,3003.0,66.3083
508115737#0,5643.0,66.0417
508115737#1,5747.0,64.7
508115745,4930.0,65.2083
508115808,8114.0,58.6833
508137802,5481.0,55.6083
508479313#0,3632.0,49.6833
508479317,4429.0,51.7083
508479336,4148.0,63.5
508479355,2978.0,66.1833
508479365#0,5697.0,64.9417
508479370#0,4697.0,63.7333
508479370#1,5570.0,64.25
509747240,4692.0,65.2167
509747302,4165.0,68.8917
509747310-AddedOnRampEdge,4165.0,67.2083
509747346,3956.0,64.225
509747348,4143.0,66.675
509747381,4961.0,63.8
509747406-AddedOffRampEdge,7175.0,67.825
517168464,2510.0,66.9583
52286756#1,5896.0,65.0417
52324493,3923.0,61.0083
544296216-AddedOffRampEdge,5830.0,63.925
544296218#0,4329.0,67.9667
544296218#1-AddedOnRampEdge,4569.0,66.7583
544296218#2,5364.0,66.6583
544296221,4391.0,58.45
550271868,3591.0,61.6083
550284581,5603.0,64.725
550284584-AddedOffRampEdge,6050.0,67.125
550284598,2423.0,67.5583
550284602,2309.0,65.4792
550284604,3156.0,65.2333
550284605,3111.0,60.725
552389451,5461.0,62.3333
552603210,4488.0,66.8667
56159747,3303.0,65.525
60759806,2732.0,65.8542
617235585#0,6539.0,62.5333
617235594,5994.0,64.95
617235603,2373.0,67.3583
617235606,2176.0,65.5417
617235612,4284.0,65.3375
617259141,4025.0,66.05
617259178,5197.0,65.4833
617284141,4062.0,67.2333
617284143,1927.0,68.35
617284144#0,2683.0,69.1583
617284145#0-AddedOnRampEdge,3010.0,65.3583
617284164,4993.0,67.1167
617284166,5809.0,62.7917
617284173,5075.0,66.8917
617335302,5665.0,66.1167
619042921,6424.0,64.6833
619042924,4446.0,63.7583
687721970,3433.0,64.9333
687721973,2195.0,70.175
687721986,4463.0,66.05
699542380#1,2793.0,65.4042
711834658,4908.0,63.3167
727202049,4166.0,66.55
838046085,4233.0,63.8333
848429238,3189.0,69.4333
848488831,3211.0,67.8417
848489711,2630.0,66.8458
848489712,2659.0,62.625
848501101#0,3112.0,68.3083
848743564,4142.0,62.6611
848745539#1,2814.0,63.1333
848748038,2969.0,65.025
848748039,3385.0,55.5875
848754158,2412.0,66.8833
848767838,2382.0,67.1833
848809833,4651.0,64.7083
848818561,4965.0,66.5208
848875024#0,5830.0,63.7333
848880058,2940.0,62.5333
848920992#0,3209.0,64.2458
849677308#0,4630.0,68.0917
849806971#0,3543.0,65.35
849818316,2434.0,63.4917
849821064,2209.0,67.45
850026981,2165.0,68.8083
850032296,4885.0,67.5917
850057340#0,3570.0,64.2917
850097346,4218.0,61.375
850098170,3553.0,66.9167
850134421,2437.0,66.775
850376107,2182.0,68.2167
850378488,1878.0,67.8333
850395062,4132.0,65.4917
850615423,5037.0,65.1333
850746591,1534.0,65.0292
850760258,3003.0,66.2167
851520671-AddedOffRampEdge,1383.0,71.15
851544880,2991.0,67.5542
851550873,4757.0,63.0528
851552197,3562.0,65.95
851553864,5138.0,60.9417
851555734,5452.0,53.6417
851556422,4232.0,60.0083
851560451,4697.0,49.4417
851568240,3960.0,66.6333
854162451,3796.0,64.45
854215625,4499.0,64.575
860646752-AddedOffRampEdge,4107.0,68.6083
861059531,4611.0,67.6667
863751890,7219.0,63.9583
863754537,5012.0,62.25
867203204,4154.0,70.925
867204830-AddedOffRampEdge,4832.0,66.8417
867208766,4119.0,65.825
867246178,4669.0,65.9042
867247243,5027.0,63.5792
867251845#0,3886.0,63.8083
867256162#0,3395.0,65.025
867256162#3,2198.0,65.6125
867256163,3782.0,68.5333
867259033,3084.0,64.5292
867262165#0,2628.0,67.225
8954447,4297.0,66.4667
