link_id,interval_nVehContrib
119271213,2132.0
119271337,2130.0
119271346,2971.0
119271357,1878.0
123555214,938.0
123555236,2130.0
123592887#0,1133.0
123592887#1-AddedOffRampEdge,2185.0
123867439#1-AddedOnRampEdge,4230.0
123867446#1,3704.0
123867452,2940.0
123867453#0,1772.0
123867454,2921.0
124952169,2542.0
156778691,1237.0
157593042,2978.0
157607510,2493.0
157782133,4206.0
157782136#0,3087.0
158623068#0,1428.0
172165117,3229.0
184867222#0,2104.0
184867243,2130.0
22372547,2303.0
22372559,1866.0
23798287,5136.0
23798288#1,4841.0
23807652#1,3311.0
23955194#0,2552.0
23955194#2,2237.0
24167679#1,3886.0
25029732#2,2451.0
25657136,1804.0
26230999#1,2528.0
27829301#1,4037.0
27829315#1-AddedOnRampEdge,4470.0
28317586#1,2976.0
28317945,2829.0
28319423#0,1990.0
28319423#1-AddedOffRampEdge,2717.0
28319423#2,1769.0
28357386,2287.0
28357482,1054.0
28357727#0,2591.0
28358874#1,6963.0
28358875#1,4135.0
28359059#1,4977.0
28396115#1,2806.0
28414204#0,3227.0
28433582,3866.0
28433597,1954.0
28433666#1,3053.0
28433994#1,2220.0
28434077,2335.0
28435047,2003.0
28435048,1859.0
28435573,3202.0
28437104,1787.0
28464126#1,3795.0
28464668#1,3506.0
28464671-AddedOnRampEdge,2876.0
28665770#0,2132.0
30583337,2132.0
30959001,1231.0
334904727,2208.0
363634378,3293.0
367132265,1579.0
394385111,4597.0
394385113,3626.0
394385114#1,1889.0
394449801#0,3097.0
394449801#1,4773.0
395336990,2132.0
395337004,3451.0
395343763,1148.0
395354964#0,3718.0
395362577,1999.0
395368981#0,4529.0
395368986,3940.0
395394468,3551.0
395394473,4869.0
395394478,4772.0
395439802,2688.0
395439805,3054.0
42397233,1923.0
479773098,2595.0
479773099,1627.0
5018717,2333.0
5018720,1589.0
508060359,3085.0
508060362,2130.0
508115737#0,3961.0
508115737#1,4251.0
508115745,3911.0
508115808,5331.0
508137802,4387.0
508479313#0,2190.0
508479317,2725.0
508479326,2921.0
508479336,3381.0
508479355,2966.0
508479365#0,4134.0
508479370#0,3147.0
508479370#1,3150.0
509747240,3604.0
509747302,2867.0
509747310-AddedOnRampEdge,3472.0
509747346,3262.0
509747348,2642.0
509747381,2668.0
509747406-AddedOffRampEdge,5333.0
517168464,1489.0
52286756#1,4575.0
52324493,2837.0
544296216-AddedOffRampEdge,3983.0
544296218#0,3413.0
544296218#1-AddedOnRampEdge,3602.0
544296218#2,3755.0
544296221,2769.0
550271868,942.0
550284581,3625.0
550284598,1790.0
550284602,1818.0
550284604,1727.0
552389451,2828.0
552603210,3420.0
56159747,1959.0
60759806,2290.0
617235585#0,5377.0
617235594,3476.0
617235603,2017.0
617235606,1630.0
617235612,1766.0
617259141,3226.0
617259178,2856.0
617284141,3225.0
617284143,1493.0
617284144#0,1688.0
617284145#0-AddedOnRampEdge,2161.0
617284164,3577.0
617284166,4065.0
617284173,3829.0
617335302,4208.0
619042916,4516.0
619042921,5451.0
619042924,3818.0
687721970,2905.0
687721973,1628.0
687721986,2572.0
699542380#1,1977.0
711834658,3426.0
727202049,3447.0
838046085,3170.0
848429238,2267.0
848488831,2256.0
848489711,1722.0
848489712,2023.0
848501101#0,2134.0
848743564,2404.0
848745539#1,1786.0
848748038,2221.0
848748039,2597.0
848754158,1582.0
848767838,1697.0
848809833,3401.0
848875024#0,3982.0
848880058,2053.0
848920992#0,2419.0
849677308#0,3832.0
849696784,3246.0
849818316,1601.0
849821064,1253.0
849833093,3982.0
850026981,1848.0
850032296,3797.0
850057340#0,3117.0
850097346,2264.0
850098170,3011.0
850134421,1501.0
850376107,1681.0
850378488,1195.0
850395062,3341.0
850615423,2863.0
850746591,1140.0
850760258,2132.0
851520671-AddedOffRampEdge,1329.0
851541351,1907.0
851544880,1826.0
851550873,3089.0
851552197,2402.0
851553864,3769.0
851555734,3444.0
851560451,2832.0
851568240,3392.0
854162451,2359.0
854215625,3441.0
860646752-AddedOffRampEdge,3427.0
861059531,3163.0
863751890,4967.0
863754537,4494.0
867203204,2176.0
867208766,3426.0
867246178,3703.0
867247243,2992.0
867251845#0,1540.0
867256162#0,3003.0
867256162#3,2070.0
867256163,3252.0
867259033,2475.0
867262165#0,1735.0
867290381,2134.0
8954447,2659.0
95265016#1,1897.0
