link_id,interval_nVehContrib
157607513#1,4652.0
157607517,3833.0
172165117,4140.0
28414204#0,5100.0
301865760,4322.0
30959001,1891.0
395439802,4353.0
395439805,3967.0
508479313#0,3632.0
508479317,4429.0
508479336,4148.0
508479355,2978.0
508479365#0,5697.0
508479370#0,4697.0
508479370#1,5570.0
509721010#0-AddedOnRampEdge,5437.0
687721970,3433.0
687721973,2195.0
850376107,2182.0
850378488,1878.0
850395062,4132.0
850746591,1534.0
851553864,5138.0
851555734,5452.0
851560451,4697.0
851568240,3960.0
867203204,4154.0
