link_id,interval_nVehContrib,interval_harmonicMeanSpeed
157607513#1,6150.0,43.4
172165117,4619.0,16.4
28414204#0,5207.0,48.3833
301865758,3668.0,56.4417
301865760,4076.0,59.7958
30959001,2647.0,63.125
395439802,4927.0,46.875
395439805,4624.0,58.2583
508479313#0,3821.0,44.5583
508479317,5084.0,45.7417
508479336,3736.0,28.2167
508479355,5052.0,55.1833
508479365#0,3784.0,64.3417
508479370#0,3487.0,61.5083
508479370#1,3521.0,61.3917
509721010#0-AddedOnRampEdge,6125.0,33.5083
687721970,4158.0,31.425
687721973,4231.0,28.825
850376107,4780.0,41.175
850378488,2451.0,64.6167
850395062,4567.0,25.5333
850746591,3587.0,47.5875
851553864,4459.0,33.7
851555734,5314.0,54.25
851560451,5062.0,48.9083
851568240,6063.0,56.675
867203204,2896.0,69.5333
