link_id,interval_nVehContrib
157607513#1,6308.0
172165117,2878.0
28414204#0,3778.0
28464126#1,4471.0
301865758,3308.0
301865760,3362.0
30959001,1159.0
395439802,3219.0
395439805,2521.0
508479313#0,2879.0
508479317,3498.0
508479336,3228.0
508479355,3950.0
508479365#0,3262.0
508479370#0,2719.0
509721010#0-AddedOnRampEdge,6344.0
687721970,4224.0
687721973,3771.0
850376107,3921.0
850378488,979.0
850395062,5721.0
850746591,2983.0
851553864,3478.0
851555734,4399.0
851560451,3354.0
851568240,5595.0
867203204,1868.0
